episode,inflow_prob,Vehicles_A,reward_A,Vehicle_B,reward_B,vehicles_C,reward_C,vehicles_I,reward_I,time
1890,0.7,1,-3.0,5,-21.0,22,-210.0,50,-1176.0,25
1895,0.59,0,0.0,5,-21.0,0,0.0,50,-1081.0,26
1900,0.65,0,0.0,0,-1.0,0,-1.0,50,-1225.0,31
1905,0.56,1,0.0,50,-1176.0,0,0.0,0,0.0,27
1910,0.41,6,-36.0,3,-3.0,1,0.0,50,-1128.0,36
1915,0.63,0,0.0,0,0.0,0,0.0,50,-1128.0,31
1920,0.4,5,-21.0,1,0.0,0,0.0,50,-1225.0,33
1925,0.78,0,0.0,7,-55.0,2,-3.0,50,-1081.0,18
1930,0.64,1,-1.0,3,-3.0,0,0.0,50,-1081.0,25
1935,0.78,0,-1.0,20,-210.0,0,-1.0,50,-1128.0,21
1940,0.57,3,-15.0,7,-4.0,0,0.0,50,-1128.0,34
1945,0.62,2,-6.0,50,-1225.0,0,0.0,35,-528.0,28
1950,0.56,1,0.0,6,-28.0,3,-3.0,50,-1128.0,44
1955,0.43,3,0.0,50,-1225.0,0,0.0,2,0.0,38
1960,0.67,0,0.0,50,-1176.0,3,-15.0,4,-10.0,26
1965,0.76,4,-21.0,50,-1128.0,1,-1.0,1,-6.0,18
1970,0.49,0,0.0,1,0.0,2,-6.0,50,-1225.0,54
1975,0.55,3,0.0,50,-1225.0,3,0.0,0,-6.0,25
1980,0.77,0,-6.0,50,-1176.0,1,0.0,1,-15.0,19
1985,0.6,0,-1.0,0,0.0,0,0.0,50,-1035.0,22
1990,0.63,0,0.0,19,-154.0,0,-3.0,50,-1176.0,55
1995,0.71,3,-1.0,25,-378.0,7,-21.0,50,-1225.0,22
2000,0.51,1,0.0,8,-10.0,0,0.0,50,-1176.0,54
2005,0.58,0,0.0,21,-276.0,2,-1.0,50,-1081.0,36
2010,0.51,3,-6.0,28,-378.0,0,-3.0,50,-1225.0,46
2015,0.76,0,0.0,7,-55.0,7,-10.0,50,-1225.0,22
2020,0.74,2,-1.0,23,-276.0,17,-92.0,50,-1225.0,33
2025,0.69,0,-3.0,50,-1226.0,4,-21.0,3,-6.0,16
2030,0.46,10,-15.0,0,-1.0,0,0.0,50,-1225.0,39
2035,0.52,3,-10.0,4,-2.0,0,-1.0,50,-1081.0,38
2040,0.76,0,-1.0,50,-1225.0,0,0.0,28,-325.0,22
2045,0.57,4,-1.0,50,-1176.0,0,-1.0,4,-6.0,19
2050,0.4,0,0.0,4,-10.0,2,-3.0,50,-1128.0,48
2055,0.44,0,0.0,2,-3.0,50,-1176.0,38,-561.0,50
2060,0.52,2,0.0,50,-1176.0,0,0.0,9,-10.0,24
2065,0.53,0,-3.0,50,-1176.0,0,0.0,4,-6.0,32
2070,0.72,2,-3.0,32,-528.0,0,-3.0,50,-1081.0,32
2075,0.73,3,0.0,24,-351.0,0,0.0,50,-1225.0,26
2080,0.42,2,0.0,2,-1.0,0,0.0,50,-1035.0,44
2085,0.5,0,0.0,0,0.0,0,-1.0,50,-1225.0,35
2090,0.68,6,-15.0,30,-465.0,1,0.0,50,-1225.0,26
2095,0.57,2,0.0,2,0.0,0,0.0,50,-1081.0,46
2100,0.5,0,0.0,6,-21.0,0,-1.0,50,-1081.0,49
2105,0.79,1,0.0,50,-1176.0,0,0.0,4,-3.0,19
2110,0.6,0,0.0,23,-253.0,30,-351.0,50,-1225.0,41
2115,0.74,0,-1.0,50,-1225.0,0,0.0,14,-45.0,18
2120,0.42,0,0.0,1,-1.0,2,0.0,50,-1128.0,41
2125,0.47,5,-10.0,5,-10.0,0,0.0,50,-1176.0,30
2130,0.6,0,0.0,5,-6.0,0,0.0,50,-1128.0,28
2135,0.57,1,0.0,16,-91.0,15,-78.0,50,-1225.0,45
2140,0.64,0,0.0,3,-6.0,0,0.0,50,-1081.0,29
2145,0.4,0,0.0,12,-66.0,0,0.0,50,-1128.0,25
2150,0.53,0,-1.0,9,-21.0,0,-1.0,50,-1176.0,31
2155,0.48,2,-1.0,8,-45.0,3,0.0,50,-1128.0,33
2160,0.52,1,0.0,5,-1.0,0,0.0,50,-1128.0,44
2165,0.6,0,0.0,15,-120.0,4,-10.0,50,-1035.0,28
2170,0.74,2,0.0,8,-45.0,2,0.0,50,-1176.0,24
2175,0.72,0,-3.0,34,-703.0,50,-1035.0,47,-1128.0,33
2180,0.54,0,-1.0,4,-10.0,0,0.0,50,-1225.0,30
2185,0.74,0,0.0,50,-1225.0,0,0.0,10,-15.0,18
2190,0.45,3,0.0,3,-6.0,37,-630.0,50,-1225.0,72
2195,0.58,3,0.0,7,-28.0,12,-55.0,50,-1128.0,44
2200,0.45,5,-10.0,0,0.0,0,0.0,50,-1225.0,56
2205,0.64,2,-3.0,8,-15.0,2,-6.0,50,-1176.0,28
2210,0.55,3,-3.0,20,-210.0,2,-1.0,50,-1225.0,30
2215,0.53,2,-6.0,27,-254.0,2,-28.0,50,-1081.0,22
2220,0.47,0,0.0,5,-10.0,3,-15.0,50,-1035.0,33
2225,0.68,1,0.0,50,-1226.0,0,-1.0,12,-36.0,19
2230,0.58,0,0.0,12,-45.0,0,0.0,50,-1176.0,26
2235,0.65,0,0.0,3,-10.0,12,-45.0,50,-1128.0,46
2240,0.43,0,0.0,0,-3.0,0,0.0,50,-1081.0,62
2245,0.42,0,0.0,0,0.0,0,0.0,50,-1176.0,46
2250,0.52,0,0.0,0,0.0,0,0.0,50,-1225.0,33
2255,0.69,4,-6.0,50,-1176.0,1,0.0,33,-496.0,38
2260,0.55,1,-1.0,5,-6.0,0,0.0,50,-1225.0,27
2265,0.77,0,0.0,50,-1225.0,8,-36.0,25,-406.0,40
2270,0.41,2,0.0,31,-406.0,0,0.0,50,-1081.0,39
2275,0.61,1,0.0,25,-325.0,0,-1.0,50,-1128.0,34
2280,0.57,0,0.0,24,-325.0,1,0.0,50,-1176.0,41
2285,0.51,0,0.0,29,-465.0,3,0.0,50,-1128.0,26
2290,0.74,7,-21.0,18,-190.0,1,0.0,50,-1081.0,20
2295,0.67,1,0.0,25,-351.0,3,-1.0,50,-1225.0,24
2300,0.5,0,0.0,25,-276.0,0,0.0,50,-1081.0,25
2305,0.77,0,0.0,24,-211.0,0,-6.0,50,-1128.0,17
2310,0.56,0,0.0,22,-253.0,2,-1.0,50,-1176.0,42
2315,0.67,5,-21.0,6,-4.0,10,-55.0,50,-1081.0,21
2320,0.59,0,-3.0,27,-325.0,1,-6.0,50,-1176.0,37
2325,0.63,3,0.0,24,-253.0,0,0.0,50,-1225.0,28
2330,0.6,3,-3.0,15,-120.0,0,0.0,50,-1128.0,23
2335,0.67,1,0.0,25,-378.0,0,0.0,50,-1225.0,25
2340,0.65,2,0.0,38,-703.0,1,-3.0,50,-1176.0,38
2345,0.49,5,-15.0,0,0.0,0,0.0,50,-1225.0,61
2350,0.53,0,0.0,13,-91.0,2,-10.0,50,-1225.0,39
2355,0.47,1,0.0,5,-15.0,0,0.0,50,-1176.0,45
2360,0.44,2,0.0,11,-66.0,0,0.0,50,-1225.0,57
2365,0.4,0,0.0,27,-465.0,5,-3.0,50,-1081.0,55
2370,0.78,0,-1.0,30,-326.0,0,-1.0,50,-1128.0,19
2375,0.46,2,0.0,2,-6.0,0,0.0,50,-1225.0,49
2380,0.79,2,-1.0,11,-78.0,4,-10.0,50,-1128.0,24
2385,0.74,0,0.0,50,-1176.0,11,-36.0,2,0.0,16
2390,0.55,0,0.0,50,-1176.0,0,0.0,31,-435.0,54
2395,0.63,0,-1.0,50,-1225.0,9,-21.0,9,-55.0,29
2400,0.65,1,0.0,6,-3.0,0,-6.0,50,-1081.0,31
2405,0.48,2,-3.0,6,-2.0,0,-1.0,50,-1176.0,46
2410,0.77,0,-6.0,27,-300.0,0,0.0,50,-1128.0,24
2415,0.68,6,-28.0,50,-1128.0,0,0.0,50,-1128.0,30
2420,0.57,0,0.0,0,0.0,0,0.0,50,-1225.0,26
2425,0.67,0,0.0,15,-79.0,0,0.0,50,-1176.0,31
2430,0.76,0,0.0,7,-45.0,0,0.0,50,-1225.0,23
2435,0.67,0,0.0,50,-1176.0,0,0.0,1,0.0,24
2440,0.64,0,0.0,15,-136.0,19,-136.0,50,-1225.0,38
2445,0.77,0,0.0,14,-153.0,1,0.0,50,-1035.0,22
2450,0.75,3,0.0,21,-300.0,2,0.0,50,-1128.0,26
2455,0.65,2,0.0,50,-1225.0,1,0.0,2,0.0,24
2460,0.43,0,0.0,3,-3.0,0,0.0,50,-1225.0,65
2465,0.68,3,-6.0,10,-37.0,0,0.0,50,-1176.0,25
2470,0.41,3,-3.0,18,-106.0,0,0.0,50,-1081.0,51
2475,0.51,0,0.0,15,-153.0,0,0.0,50,-1176.0,53
2480,0.65,1,0.0,50,-1225.0,1,0.0,0,0.0,19
2485,0.6,2,0.0,3,-10.0,0,0.0,50,-1128.0,27
2490,0.52,1,0.0,1,-3.0,0,0.0,50,-1225.0,43
2495,0.75,1,0.0,50,-1225.0,0,0.0,20,-276.0,32
2500,0.75,1,0.0,27,-300.0,20,-210.0,50,-1176.0,41
2505,0.54,0,-3.0,37,-595.0,0,0.0,50,-1225.0,40
2510,0.75,4,-21.0,31,-435.0,0,-3.0,50,-1128.0,28
2515,0.75,12,-78.0,50,-1128.0,0,-3.0,33,-465.0,18
2520,0.63,0,0.0,43,-1035.0,3,0.0,50,-1225.0,35
2525,0.66,0,0.0,3,-15.0,2,0.0,50,-1176.0,25
2530,0.73,3,-6.0,39,-741.0,0,-3.0,50,-1225.0,22
2535,0.77,7,-36.0,22,-276.0,7,-10.0,50,-1176.0,21
2540,0.46,0,0.0,3,-1.0,0,0.0,50,-1176.0,41
2545,0.74,0,0.0,13,-91.0,0,-1.0,50,-1128.0,29
2550,0.51,6,-2.0,0,0.0,0,0.0,50,-1176.0,31
2555,0.52,0,0.0,10,-45.0,1,0.0,50,-1081.0,36
2560,0.69,2,-3.0,30,-465.0,6,-15.0,50,-1176.0,31
2565,0.64,4,-15.0,50,-1176.0,0,0.0,42,-861.0,33
2570,0.53,5,-15.0,2,0.0,2,-1.0,50,-1081.0,30
2575,0.44,2,0.0,3,-1.0,0,0.0,50,-1225.0,32
2580,0.75,5,-21.0,50,-1225.0,3,-10.0,40,-703.0,26
2585,0.58,0,0.0,23,-190.0,0,0.0,50,-1176.0,23
2590,0.47,3,0.0,0,-1.0,0,0.0,50,-1176.0,56
2595,0.76,1,0.0,31,-496.0,0,0.0,50,-1035.0,25
2600,0.46,0,0.0,0,0.0,1,0.0,50,-1081.0,68
2605,0.62,0,0.0,15,-153.0,5,-6.0,50,-1128.0,19
2610,0.6,0,0.0,15,-136.0,0,0.0,50,-1035.0,48
2615,0.62,2,-6.0,50,-1128.0,0,0.0,10,-21.0,19
2620,0.5,2,0.0,20,-253.0,2,0.0,50,-1225.0,41
2625,0.46,0,0.0,26,-300.0,0,0.0,50,-1225.0,40
2630,0.46,0,-3.0,6,-10.0,2,-6.0,50,-1035.0,33
2635,0.47,0,0.0,5,-6.0,0,0.0,50,-1128.0,69
2640,0.61,1,-6.0,31,-435.0,7,-21.0,50,-1128.0,30
2645,0.43,2,0.0,16,-92.0,0,0.0,50,-1128.0,49
2650,0.52,2,-3.0,4,-10.0,2,0.0,50,-1176.0,39
2655,0.69,2,0.0,38,-780.0,5,-15.0,50,-1176.0,31
2660,0.75,2,-1.0,50,-1081.0,2,-3.0,0,0.0,24
2665,0.6,2,-3.0,50,-1128.0,1,0.0,0,0.0,18
2670,0.47,0,0.0,0,0.0,2,-3.0,50,-1035.0,65
2675,0.66,3,0.0,5,-36.0,3,-6.0,50,-1035.0,20
2680,0.67,3,-6.0,50,-1081.0,0,0.0,5,-6.0,19
