episode,inflow_prob,Vehicles_A,reward_A,Vehicle_B,reward_B,vehicles_C,reward_C,vehicles_I,reward_I,time
985,0.72,1,0.0,50,-1176.0,0,0.0,2,0.0,25
990,0.65,1,0.0,19,-210.0,0,0.0,50,-1176.0,21
995,0.79,0,0.0,24,-276.0,20,-276.0,50,-1176.0,22
1000,0.53,5,-6.0,3,-1.0,5,-15.0,50,-1035.0,24
1005,0.41,2,-1.0,0,-1.0,0,-1.0,50,-1225.0,59
1010,0.79,2,0.0,33,-630.0,11,-36.0,50,-1128.0,24
1015,0.61,50,-1225.0,6,-11.0,0,-6.0,24,-210.0,34
1020,0.75,1,-1.0,21,-172.0,5,-16.0,50,-1176.0,23
1025,0.67,0,-6.0,50,-1225.0,9,-105.0,5,-15.0,21
1030,0.67,0,0.0,6,-45.0,5,-1.0,50,-1081.0,28
1035,0.72,6,-6.0,13,-91.0,9,-66.0,50,-1128.0,23
1040,0.62,2,0.0,46,-1035.0,4,-4.0,50,-1035.0,29
1045,0.53,0,-3.0,50,-1176.0,24,-300.0,1,-1.0,22
1050,0.71,1,-3.0,18,-171.0,7,-7.0,50,-1176.0,30
1055,0.72,0,0.0,50,-1225.0,0,0.0,9,-15.0,26
1060,0.55,2,-1.0,41,-861.0,16,-79.0,50,-1176.0,47
1065,0.46,3,0.0,2,-1.0,0,-6.0,50,-1128.0,31
1070,0.63,2,0.0,37,-780.0,9,-15.0,50,-1225.0,40
1075,0.53,46,-861.0,0,0.0,0,0.0,50,-1176.0,32
1080,0.77,10,-91.0,50,-1225.0,12,-78.0,0,-3.0,21
1085,0.45,2,0.0,50,-1176.0,9,-45.0,2,-6.0,27
1090,0.68,0,-3.0,31,-352.0,0,-3.0,50,-1128.0,36
1095,0.55,14,-79.0,0,-15.0,2,0.0,50,-1225.0,24
1100,0.7,0,-1.0,17,-136.0,0,0.0,50,-1081.0,31
1105,0.55,0,0.0,10,-66.0,15,-120.0,50,-1225.0,26
1110,0.5,25,-276.0,50,-1176.0,15,-120.0,2,-3.0,26
1115,0.75,0,-3.0,50,-1176.0,10,-105.0,0,0.0,20
1120,0.56,50,-1176.0,0,0.0,1,-2.0,32,-465.0,21
1125,0.69,0,-1.0,31,-465.0,0,0.0,50,-1176.0,27
1130,0.44,1,-3.0,50,-1176.0,6,-6.0,0,-1.0,30
1135,0.41,2,0.0,50,-1176.0,6,-28.0,0,0.0,65
1140,0.46,1,0.0,50,-1225.0,23,-190.0,0,0.0,50
1145,0.64,11,-55.0,50,-1128.0,4,-3.0,12,-120.0,16
1150,0.76,2,-6.0,50,-1082.0,0,-1.0,5,-3.0,19
1155,0.66,2,-1.0,50,-1176.0,12,-66.0,0,0.0,18
1160,0.53,35,-465.0,0,0.0,0,0.0,50,-1176.0,30
1165,0.75,15,-120.0,8,-36.0,11,-36.0,50,-1176.0,17
1170,0.6,0,-1.0,5,-28.0,21,-136.0,50,-1128.0,22
1175,0.67,3,-3.0,24,-254.0,3,-15.0,50,-1081.0,21
1180,0.52,1,0.0,50,-1177.0,0,0.0,4,0.0,35
1185,0.66,1,0.0,12,-78.0,11,-78.0,50,-1176.0,31
1190,0.69,0,0.0,3,-1.0,19,-153.0,50,-1081.0,36
1195,0.44,2,-1.0,0,0.0,0,-1.0,50,-1081.0,33
1200,0.45,3,0.0,0,0.0,50,-1225.0,36,-595.0,55
1205,0.41,0,0.0,2,0.0,0,-3.0,50,-1225.0,64
1210,0.58,0,0.0,4,-1.0,0,0.0,50,-1128.0,34
1215,0.56,6,-6.0,22,-325.0,0,0.0,50,-1128.0,30
1220,0.5,0,-10.0,50,-1176.0,0,-1.0,43,-1081.0,31
1225,0.47,5,-3.0,0,0.0,0,0.0,50,-1176.0,28
1230,0.5,2,0.0,50,-1226.0,0,0.0,3,0.0,38
1235,0.66,0,-1.0,18,-153.0,2,-15.0,50,-1035.0,26
1240,0.65,2,0.0,50,-1176.0,11,-46.0,0,0.0,21
1245,0.76,2,-28.0,50,-1176.0,1,-6.0,49,-1225.0,29
1250,0.4,0,0.0,7,-21.0,0,0.0,50,-1225.0,53
1255,0.53,4,-6.0,50,-1225.0,1,-1.0,9,-21.0,33
1260,0.71,0,0.0,22,-210.0,0,0.0,50,-1176.0,26
1265,0.74,0,0.0,13,-120.0,1,0.0,50,-1128.0,23
1270,0.5,2,-1.0,22,-253.0,23,-276.0,50,-1128.0,39
1275,0.78,6,-21.0,48,-946.0,0,0.0,50,-1225.0,25
1280,0.72,50,-1128.0,2,-1.0,0,0.0,27,-300.0,17
1285,0.65,0,0.0,19,-231.0,5,-6.0,50,-1176.0,21
1290,0.71,1,0.0,0,-1.0,0,0.0,50,-1081.0,28
1295,0.49,0,0.0,3,-6.0,13,-66.0,50,-1176.0,56
1300,0.53,17,-120.0,0,0.0,0,0.0,50,-1128.0,46
1305,0.62,5,-1.0,0,0.0,18,-231.0,50,-1225.0,33
1310,0.47,0,0.0,18,-171.0,23,-231.0,50,-1128.0,50
1315,0.5,6,-10.0,2,0.0,0,0.0,50,-1176.0,29
1320,0.67,10,-55.0,10,-22.0,1,-6.0,50,-1081.0,24
1325,0.46,2,0.0,2,-15.0,0,0.0,50,-1176.0,54
1330,0.71,2,-3.0,4,-6.0,0,-3.0,50,-1225.0,24
1335,0.61,2,0.0,50,-1176.0,0,0.0,0,0.0,25
1340,0.4,1,0.0,50,-1129.0,0,0.0,6,-6.0,43
1345,0.66,7,-28.0,50,-1081.0,0,0.0,6,-6.0,16
1350,0.77,4,-15.0,22,-210.0,0,0.0,50,-1176.0,25
1355,0.75,0,-1.0,40,-703.0,5,-28.0,50,-1225.0,31
1360,0.66,0,0.0,50,-1128.0,9,-45.0,3,-3.0,18
1365,0.61,2,0.0,4,-21.0,0,0.0,50,-1176.0,30
1370,0.56,9,-28.0,7,-11.0,0,-1.0,50,-1225.0,23
1375,0.73,0,0.0,20,-120.0,0,-15.0,50,-1225.0,26
1380,0.62,2,-6.0,17,-105.0,0,-1.0,50,-1225.0,23
1385,0.43,1,0.0,2,-3.0,0,0.0,50,-1128.0,53
1390,0.57,1,0.0,4,-4.0,0,-15.0,50,-1128.0,32
1395,0.41,1,0.0,50,-1128.0,3,-15.0,5,-6.0,54
1400,0.56,3,-6.0,50,-1081.0,1,-1.0,0,-1.0,20
1405,0.79,20,-276.0,50,-1177.0,38,-741.0,45,-1035.0,37
1410,0.55,0,0.0,4,-21.0,0,0.0,50,-1225.0,36
1415,0.51,7,-10.0,0,-1.0,0,0.0,50,-1225.0,36
1420,0.66,1,0.0,17,-153.0,0,-1.0,50,-1081.0,22
1425,0.43,3,-1.0,23,-351.0,3,0.0,50,-1128.0,70
1430,0.63,26,-351.0,7,-15.0,0,0.0,50,-1128.0,19
1435,0.44,2,0.0,7,-11.0,0,0.0,50,-1128.0,29
1440,0.45,0,0.0,3,-3.0,0,0.0,50,-1225.0,43
1445,0.58,1,0.0,22,-190.0,0,0.0,50,-1225.0,47
1450,0.76,3,-1.0,3,-1.0,0,0.0,50,-1176.0,24
1455,0.75,4,-10.0,15,-78.0,0,0.0,50,-1225.0,26
1460,0.71,4,-3.0,50,-1225.0,3,-10.0,7,-45.0,26
1465,0.42,0,-3.0,28,-300.0,0,0.0,50,-1081.0,50
1470,0.65,3,-6.0,8,-36.0,8,-28.0,50,-1176.0,44
1475,0.65,0,-3.0,50,-1081.0,1,0.0,5,-28.0,23
1480,0.46,0,0.0,0,0.0,0,0.0,50,-1081.0,39
1485,0.76,2,0.0,15,-153.0,7,-28.0,50,-1035.0,18
1490,0.48,1,0.0,13,-55.0,0,0.0,50,-1081.0,30
1495,0.71,0,-1.0,50,-1128.0,0,0.0,2,-6.0,16
1500,0.49,9,-36.0,3,-6.0,5,-15.0,50,-1225.0,34
1505,0.76,4,-3.0,15,-105.0,23,-351.0,50,-1128.0,26
1510,0.45,0,0.0,4,-1.0,0,0.0,50,-1176.0,35
1515,0.48,2,-6.0,0,0.0,0,0.0,50,-1176.0,37
1520,0.47,0,0.0,13,-91.0,1,0.0,50,-1225.0,65
1525,0.44,0,-3.0,6,-21.0,1,0.0,50,-1081.0,35
1530,0.6,1,-6.0,50,-1176.0,0,0.0,0,-3.0,25
1535,0.45,1,0.0,3,-1.0,0,0.0,50,-1128.0,32
1540,0.57,0,-1.0,23,-300.0,16,-78.0,50,-1128.0,65
1545,0.42,1,0.0,24,-325.0,0,0.0,50,-1176.0,70
1550,0.5,0,0.0,50,-1128.0,16,-105.0,13,-91.0,18
1555,0.58,0,0.0,50,-1176.0,0,0.0,11,-21.0,26
1560,0.44,3,0.0,3,-1.0,0,0.0,50,-1128.0,49
1565,0.54,0,0.0,50,-1225.0,0,0.0,3,0.0,28
1570,0.75,2,-3.0,20,-231.0,0,0.0,50,-1176.0,26
1575,0.79,9,-45.0,50,-1176.0,6,-10.0,17,-171.0,20
1580,0.59,0,0.0,8,-55.0,7,-10.0,50,-1128.0,45
1585,0.55,0,0.0,7,-15.0,0,-1.0,50,-1225.0,36
1590,0.74,4,-10.0,50,-1128.0,3,0.0,8,-45.0,21
1595,0.61,2,-6.0,7,-6.0,0,0.0,50,-1176.0,29
1600,0.56,3,-15.0,50,-1082.0,1,-10.0,9,-21.0,23
1605,0.66,0,0.0,50,-1128.0,6,-21.0,3,-6.0,26
1610,0.57,0,0.0,50,-1176.0,0,0.0,0,0.0,37
1615,0.78,4,-6.0,50,-1225.0,1,0.0,0,0.0,19
1620,0.49,0,0.0,23,-325.0,2,-3.0,50,-1225.0,48
1625,0.65,0,-3.0,50,-1226.0,0,0.0,25,-325.0,36
1630,0.56,6,-15.0,9,-45.0,3,-2.0,50,-1128.0,19
1635,0.69,11,-78.0,50,-1225.0,6,-21.0,7,-15.0,25
1640,0.43,2,0.0,0,-1.0,0,0.0,50,-1035.0,35
1645,0.43,8,-15.0,0,0.0,0,0.0,50,-1225.0,42
1650,0.76,0,0.0,43,-946.0,1,-3.0,50,-1128.0,30
1655,0.54,0,-1.0,28,-465.0,11,-36.0,50,-1176.0,30
1660,0.58,2,0.0,2,-3.0,0,-3.0,50,-1225.0,50
1665,0.61,11,-36.0,0,0.0,2,0.0,50,-1225.0,23
1670,0.69,0,0.0,17,-171.0,5,-3.0,50,-1176.0,22
1675,0.54,0,0.0,21,-191.0,0,0.0,50,-1128.0,28
1680,0.79,0,0.0,5,-2.0,0,-6.0,50,-1081.0,26
1685,0.68,3,-3.0,50,-1081.0,0,0.0,25,-253.0,45
1690,0.65,0,0.0,33,-528.0,0,0.0,50,-1128.0,29
1695,0.52,0,0.0,25,-300.0,0,0.0,50,-1035.0,44
1700,0.61,2,-6.0,1,-3.0,5,-6.0,50,-1081.0,30
1705,0.45,0,0.0,6,-10.0,0,0.0,50,-1176.0,28
1710,0.4,1,0.0,1,-3.0,0,0.0,50,-1176.0,31
1715,0.8,0,0.0,20,-231.0,3,-15.0,50,-1225.0,37
1720,0.49,0,0.0,4,-1.0,0,0.0,50,-1128.0,54
1725,0.72,0,-3.0,50,-1225.0,2,-6.0,17,-190.0,32
1730,0.62,1,-1.0,16,-136.0,2,-3.0,50,-1035.0,34
1735,0.6,0,-3.0,50,-1081.0,2,0.0,0,-1.0,16
1740,0.79,6,-10.0,14,-91.0,0,-1.0,50,-1225.0,25
1745,0.43,1,0.0,50,-1128.0,3,-1.0,1,0.0,21
1750,0.56,0,0.0,3,-10.0,0,0.0,50,-1081.0,39
1755,0.71,5,-10.0,19,-190.0,0,0.0,50,-1225.0,35
1760,0.79,5,-21.0,50,-1129.0,0,0.0,2,0.0,22
1765,0.44,1,0.0,13,-67.0,0,0.0,50,-1225.0,43
1770,0.47,2,-3.0,5,-1.0,0,-1.0,50,-1176.0,51
1775,0.43,2,0.0,3,-1.0,0,0.0,50,-1176.0,71
1780,0.48,3,0.0,15,-136.0,2,-1.0,50,-1225.0,50
1785,0.63,0,0.0,4,-15.0,6,-28.0,50,-1225.0,25
1790,0.51,0,0.0,5,-6.0,0,0.0,50,-1176.0,48
1795,0.61,3,0.0,11,-91.0,3,-3.0,50,-1225.0,46
1800,0.41,4,-15.0,5,0.0,0,0.0,50,-1081.0,39
1805,0.56,0,0.0,1,-1.0,15,-120.0,50,-1225.0,48
1810,0.49,2,-1.0,20,-153.0,0,0.0,50,-1176.0,35
1815,0.58,2,0.0,50,-1176.0,3,-10.0,1,0.0,21
1820,0.67,2,0.0,4,-6.0,2,-6.0,50,-1081.0,39
1825,0.76,0,0.0,50,-1128.0,5,-15.0,1,0.0,18
1830,0.55,0,0.0,24,-300.0,0,0.0,50,-1128.0,23
1835,0.54,0,0.0,9,-36.0,0,-3.0,50,-1176.0,39
1840,0.66,0,0.0,50,-1225.0,0,0.0,0,0.0,29
1845,0.74,1,0.0,4,-21.0,3,0.0,50,-1128.0,26
1850,0.76,0,0.0,50,-1128.0,3,-3.0,23,-253.0,21
1855,0.79,1,0.0,30,-435.0,0,0.0,50,-1225.0,20
1860,0.62,4,-1.0,12,-78.0,2,-3.0,50,-1081.0,36
1865,0.67,5,-3.0,4,-3.0,0,0.0,50,-1225.0,41
1870,0.53,1,0.0,3,-6.0,0,0.0,50,-1176.0,29
1875,0.55,0,0.0,23,-231.0,0,0.0,50,-1128.0,36
1880,0.56,2,-6.0,12,-66.0,4,-15.0,50,-1225.0,29
1885,0.77,11,-91.0,26,-300.0,1,0.0,50,-1176.0,18
