episode,inflow_prob,Vehicles_A,reward_A,Vehicle_B,reward_B,vehicles_C,reward_C,vehicles_I,reward_I,time
370,0.43,21,-136.0,19,-190.0,12,-105.0,30,-351.0,27
375,0.57,21,-190.0,0,-6.0,3,0.0,30,-435.0,18
380,0.76,24,-300.0,24,-300.0,30,-435.0,6,-45.0,20
385,0.41,0,-3.0,14,-153.0,30,-436.0,12,-78.0,57
390,0.71,24,-300.0,0,0.0,11,-21.0,30,-378.0,14
395,0.74,30,-351.0,0,-1.0,7,-45.0,30,-378.0,15
400,0.48,30,-351.0,0,0.0,21,-190.0,16,-136.0,22
405,0.78,28,-277.0,16,-136.0,13,-136.0,30,-406.0,20
410,0.63,30,-435.0,3,-6.0,13,-45.0,7,-45.0,24
415,0.79,30,-435.0,0,-3.0,10,-36.0,28,-276.0,11
420,0.58,11,-29.0,17,-153.0,30,-326.0,2,-10.0,22
425,0.56,26,-301.0,0,-1.0,0,-1.0,30,-406.0,15
430,0.61,6,-21.0,16,-231.0,30,-325.0,9,-45.0,28
435,0.68,20,-171.0,3,-15.0,8,-21.0,30,-325.0,8
440,0.42,30,-352.0,0,0.0,6,-10.0,14,-66.0,22
445,0.64,30,-435.0,0,0.0,0,0.0,28,-276.0,12
450,0.74,25,-276.0,11,-66.0,18,-210.0,30,-406.0,22
455,0.43,14,-78.0,8,-66.0,30,-435.0,26,-253.0,38
460,0.57,30,-326.0,0,0.0,1,-1.0,30,-406.0,14
465,0.68,30,-435.0,17,-153.0,21,-153.0,25,-351.0,28
470,0.55,28,-351.0,1,-2.0,5,-15.0,30,-378.0,28
475,0.53,30,-407.0,7,-28.0,14,-136.0,12,-36.0,24
480,0.77,30,-325.0,13,-120.0,11,-105.0,19,-105.0,18
485,0.47,26,-254.0,9,-105.0,22,-190.0,30,-351.0,19
490,0.61,30,-435.0,0,0.0,5,-15.0,20,-153.0,12
495,0.77,18,-210.0,30,-378.0,9,-66.0,30,-435.0,17
500,0.69,30,-406.0,0,-1.0,0,-3.0,21,-153.0,13
505,0.56,0,-1.0,30,-406.0,23,-190.0,19,-171.0,19
510,0.76,30,-436.0,6,-36.0,10,-55.0,20,-153.0,14
515,0.63,30,-406.0,0,0.0,12,-36.0,21,-276.0,15
520,0.5,22,-210.0,8,-45.0,17,-91.0,30,-351.0,19
525,0.69,23,-171.0,14,-105.0,0,-1.0,30,-378.0,21
530,0.62,30,-351.0,7,-29.0,7,-29.0,18,-91.0,15
535,0.78,27,-276.0,0,0.0,5,-15.0,30,-378.0,20
540,0.52,19,-106.0,5,-15.0,0,0.0,30,-351.0,14
545,0.67,23,-190.0,15,-171.0,30,-378.0,11,-28.0,28
550,0.41,25,-326.0,24,-300.0,30,-435.0,16,-171.0,29
555,0.42,1,-21.0,3,0.0,30,-406.0,12,-78.0,30
560,0.79,16,-91.0,17,-153.0,3,0.0,30,-435.0,12
565,0.6,30,-351.0,6,-21.0,22,-153.0,18,-190.0,23
570,0.61,20,-210.0,1,-10.0,30,-378.0,15,-120.0,22
575,0.72,30,-435.0,13,-66.0,3,-3.0,25,-300.0,18
580,0.55,30,-351.0,0,0.0,0,-1.0,30,-435.0,19
585,0.65,22,-190.0,2,-15.0,8,-45.0,30,-325.0,25
590,0.52,30,-407.0,2,-15.0,15,-79.0,29,-300.0,23
595,0.71,30,-407.0,10,-55.0,5,-15.0,30,-351.0,20
600,0.67,30,-379.0,0,-1.0,0,0.0,30,-325.0,17
605,0.57,23,-190.0,8,-36.0,17,-153.0,30,-351.0,25
610,0.44,13,-105.0,10,-45.0,4,-1.0,30,-351.0,15
615,0.58,30,-351.0,9,-45.0,23,-210.0,11,-45.0,17
620,0.65,30,-435.0,0,-1.0,5,-36.0,19,-136.0,17
625,0.54,18,-106.0,5,-45.0,7,-6.0,30,-378.0,20
630,0.63,30,-378.0,4,-10.0,0,0.0,14,-66.0,13
635,0.74,30,-378.0,8,-36.0,4,-11.0,29,-325.0,14
640,0.47,17,-121.0,7,-29.0,16,-136.0,30,-406.0,42
645,0.65,30,-435.0,7,-28.0,6,-22.0,13,-45.0,21
650,0.46,30,-435.0,1,0.0,2,-1.0,30,-378.0,19
655,0.41,28,-351.0,3,-6.0,14,-105.0,30,-378.0,26
660,0.48,19,-136.0,12,-55.0,0,-3.0,30,-378.0,24
665,0.7,30,-407.0,4,-10.0,13,-92.0,15,-55.0,13
670,0.73,30,-325.0,0,0.0,5,-15.0,21,-171.0,13
675,0.7,26,-378.0,4,-2.0,5,-28.0,30,-351.0,11
680,0.44,30,-406.0,4,-45.0,20,-120.0,24,-190.0,35
685,0.48,30,-407.0,3,-6.0,28,-301.0,12,-91.0,19
5,0.66,14,-1.22,15,30.61,14,13.78,30,-100.0,-5770.16,19
10,0.55,30,-75.0,5,-2.0,20,16.1,13,-0.12,-5617.77,31
15,0.76,28,-32.58,3,29.0,4,4.0,30,-100.0,-5681.63,10
20,0.71,30,-84.0,14,20.78,11,10.97,18,-1.68,-5731.42,24
25,0.74,30,-70.0,0,17.0,7,7.0,24,-16.78,-5539.2,12
30,0.75,23,3.06,8,30.0,8,8.0,30,-100.0,-5662.1,17
35,0.61,30,-70.0,0,4.0,17,15.94,21,-5.76,-5718.57,21
40,0.51,30,-70.0,0,15.0,8,8.0,23,-11.94,-5551.36,19
45,0.54,12,-0.07,12,36.93,5,5.0,30,-100.0,-5585.25,18
50,0.46,0,-8.0,8,-6.0,30,-70.0,16,-0.65,-5469.47,29
55,0.55,30,-70.0,0,15.0,13,12.88,28,-57.58,-5757.96,13
60,0.48,30,-70.0,0,30.0,0,0.0,30,-100.0,-5664.76,30
65,0.42,7,7.0,0,5.0,25,1.74,30,-100.0,-5574.45,36
70,0.77,30,-74.0,4,24.0,5,5.0,25,-23.26,-5628.26,12
75,0.43,13,-17.12,30,-67.0,19,16.41,22,-8.36,-5869.59,33
80,0.56,11,-2.03,13,29.88,13,12.88,30,-100.0,-5629.58,14
85,0.51,30,-70.0,0,13.0,11,10.97,24,-16.78,-5694.86,30
90,0.5,14,-11.22,25,-1.26,30,-70.0,27,-43.05,-6080.88,48
95,0.61,30,-77.0,7,23.0,14,13.78,30,-100.0,-5897.22,24
100,0.7,30,-70.0,0,-11.0,27,-16.05,16,-0.65,-5835.41,22
105,0.7,30,-79.0,9,10.99,28,-29.58,30,-100.0,-6216.92,26
110,0.72,23,9.06,2,27.0,5,5.0,30,-100.0,-5533.69,11
115,0.72,30,-84.0,14,27.78,13,12.88,27,-43.05,-5938.04,26
120,0.64,30,-78.0,8,18.0,20,16.1,30,-100.0,-6053.42,27
125,0.7,30,-78.0,8,-2.0,28,-29.58,18,-1.68,-5921.14,19
130,0.58,30,-70.0,0,28.0,2,2.0,30,-100.0,-5628.19,22
135,0.71,18,14.32,2,26.0,6,6.0,30,-100.0,-5516.75,11
140,0.64,25,-15.26,17,4.94,30,-70.0,19,-2.59,-6037.93,29
145,0.42,23,-6.94,18,-8.68,30,-70.0,5,-0.0,-5794.17,36
150,0.46,30,-70.0,0,23.0,4,4.0,27,-43.05,-5570.47,12
155,0.41,12,-18.07,30,-72.0,25,1.74,23,-11.94,-5998.14,32
160,0.79,18,10.32,6,25.0,11,10.97,30,-100.0,-5601.76,10
165,0.57,16,-7.65,23,-7.94,30,-70.0,11,-0.03,-5801.13,25
170,0.64,30,-70.0,0,27.0,3,3.0,30,-100.0,-5640.05,14
175,0.47,30,-70.0,0,-7.0,22,13.64,15,-0.39,-5642.17,36
180,0.67,18,-9.68,26,-18.83,30,-70.0,17,-1.06,-6052.59,22
185,0.58,12,10.93,1,10.0,21,15.24,30,-100.0,-5637.83,18
190,0.77,30,-76.0,6,16.0,12,11.93,22,-8.36,-5746.09,12
195,0.5,17,-4.06,20,18.1,28,-29.58,30,-100.0,-6031.59,31
200,0.44,30,-70.0,0,18.0,0,0.0,18,-1.68,-5422.23,29
205,0.62,15,1.61,13,24.88,18,16.32,30,-100.0,-5773.62,27
210,0.57,22,9.64,4,-8.0,30,-70.0,18,-1.68,-5690.62,17
215,0.76,30,-79.0,9,28.99,8,8.0,28,-57.58,-5807.1,13
220,0.43,30,-70.0,0,9.0,5,5.0,14,-0.22,-5409.22,23
225,0.75,30,-76.0,6,10.0,13,12.88,17,-1.06,-5636.37,12
230,0.46,12,11.93,0,24.0,6,6.0,30,-100.0,-5438.62,24
235,0.61,6,2.0,4,18.0,16,15.35,30,-100.0,-5519.72,17
240,0.62,30,-74.0,4,-1.0,22,13.64,17,-1.06,-5686.14,22
245,0.53,27,-16.05,0,7.0,23,11.06,30,-100.0,-5873.52,25
250,0.46,30,-70.0,0,23.0,0,0.0,23,-11.94,-5490.78,19
255,0.53,17,10.94,5,24.0,11,10.97,30,-100.0,-5600.14,17
260,0.49,26,-13.83,8,25.0,13,12.88,30,-100.0,-5777.63,34
265,0.78,28,-29.58,0,30.0,0,0.0,30,-100.0,-5601.3,14
270,0.62,30,-70.0,0,25.0,2,2.0,27,-43.05,-5603.23,10
275,0.7,30,-93.0,23,29.06,10,9.98,28,-57.58,-6063.68,19
280,0.41,22,10.64,3,33.0,0,0.0,30,-100.0,-5502.25,41
285,0.62,30,-70.0,0,22.0,8,8.0,30,-100.0,-5776.74,24
290,0.67,30,-70.0,0,-2.0,14,13.78,12,-0.07,-5565.36,16
295,0.61,30,-70.0,0,-13.0,21,15.24,8,-0.0,-5580.95,19
300,0.66,30,-70.0,0,27.0,3,3.0,30,-100.0,-5700.05,14
305,0.41,0,-30.0,30,-69.0,7,7.0,8,-0.0,-5393.87,21
310,0.52,4,3.0,1,4.0,27,-16.05,30,-100.0,-5659.24,24
315,0.46,30,-70.0,0,7.0,7,7.0,14,-0.22,-5448.44,13
320,0.78,23,2.06,9,36.99,2,2.0,30,-100.0,-5574.94,19
325,0.47,30,-77.0,7,20.0,17,15.94,30,-100.0,-5996.94,29
330,0.68,20,9.1,7,22.0,15,14.61,30,-100.0,-5691.23,21
335,0.57,13,-5.12,18,22.32,24,7.22,30,-100.0,-5953.56,32
340,0.54,30,-70.0,0,7.0,16,15.35,23,-11.94,-5632.75,12
345,0.78,23,5.06,6,28.0,8,8.0,30,-100.0,-5697.36,13
350,0.68,30,-70.0,0,24.0,0,0.0,24,-16.78,-5459.59,13
355,0.56,30,-78.0,8,26.0,4,4.0,22,-8.36,-5672.36,13
360,0.73,4,4.0,0,-5.0,30,-70.0,25,-23.26,-5547.44,19
365,0.43,30,-70.0,0,6.0,17,15.94,23,-11.94,-5717.66,29
370,0.73,30,-81.0,11,28.97,12,11.93,30,-100.0,-5896.23,25
375,0.48,5,-11.0,16,39.35,6,6.0,30,-100.0,-5565.34,23
380,0.69,30,-74.0,4,9.0,15,14.61,20,-3.9,-5657.45,18
385,0.46,10,8.98,1,16.0,15,14.61,30,-100.0,-5527.47,17
390,0.75,24,7.22,0,24.0,6,6.0,30,-100.0,-5575.54,18
395,0.6,30,-83.0,13,13.88,21,15.24,22,-8.36,-5963.66,14
400,0.7,10,-5.02,15,28.61,16,15.35,30,-100.0,-5648.93,18
405,0.5,30,-76.0,6,-16.0,25,1.74,3,-0.0,-5668.26,19
410,0.64,23,3.06,8,38.0,0,0.0,30,-100.0,-5611.36,13
415,0.64,13,6.88,6,32.0,4,4.0,30,-100.0,-5442.97,10
420,0.78,30,-75.0,5,-3.0,18,16.32,10,-0.02,-5641.74,13
425,0.71,30,-70.0,0,20.0,10,9.98,30,-100.0,-5785.68,12
430,0.5,18,-13.68,30,-96.0,28,-29.58,2,-0.0,-5804.14,39
435,0.56,20,9.1,7,-12.0,30,-70.0,11,-0.03,-5633.68,20
440,0.45,30,-75.0,5,-7.0,12,11.93,0,-0.0,-5378.28,20
445,0.52,15,9.61,5,31.0,4,4.0,30,-100.0,-5542.21,23
450,0.6,18,2.32,14,28.78,15,14.61,30,-100.0,-5729.74,23
455,0.4,25,1.74,0,3.0,27,-16.05,30,-100.0,-5957.85,31
460,0.7,30,-70.0,0,28.0,1,1.0,29,-76.25,-5644.0,18
465,0.78,30,-75.0,5,20.0,8,8.0,23,-11.94,-5595.12,12
470,0.77,1,-29.0,30,-72.0,24,7.22,22,-8.36,-5815.45,17
475,0.4,5,-5.0,10,-15.02,30,-70.0,5,-0.0,-5443.57,38
480,0.57,15,13.61,1,-6.0,30,-70.0,23,-11.94,-5635.48,27
485,0.43,30,-76.0,6,12.0,12,11.93,18,-1.68,-5661.93,20
490,0.56,21,6.24,9,35.99,3,3.0,30,-100.0,-5632.81,18
495,0.79,27,-16.05,0,26.0,4,4.0,30,-100.0,-5668.47,16
500,0.67,27,-27.05,11,25.97,15,14.61,30,-100.0,-5926.6,15
505,0.46,28,-29.58,0,16.0,14,13.78,30,-100.0,-5742.75,23
510,0.67,14,5.78,8,25.0,13,12.88,30,-100.0,-5592.4,17
515,0.45,30,-70.0,0,-3.0,12,11.93,9,-0.01,-5485.28,35
520,0.6,22,12.64,1,22.0,9,8.99,30,-100.0,-5562.56,16
525,0.75,30,-70.0,0,15.0,5,5.0,20,-3.9,-5551.79,13
530,0.5,12,-4.07,16,10.35,30,-70.0,25,-23.26,-5924.49,29
535,0.65,17,2.94,13,-2.12,30,-70.0,15,-0.39,-5726.97,24
540,0.66,25,1.74,0,22.0,8,8.0,30,-100.0,-5678.31,10
545,0.57,19,16.41,0,22.0,8,8.0,30,-100.0,-5543.93,16
550,0.74,30,-80.0,10,25.98,14,13.78,30,-100.0,-6030.1,17
555,0.72,25,-15.26,17,23.94,22,13.64,30,-100.0,-6003.98,18
560,0.47,30,-70.0,0,0.0,16,15.35,16,-0.65,-5603.5,25
565,0.41,30,-70.0,0,17.0,7,7.0,24,-16.78,-5613.2,39
570,0.7,18,-10.68,27,-13.05,27,-16.05,30,-100.0,-6126.88,22
575,0.57,10,-4.02,14,41.78,2,2.0,30,-100.0,-5563.08,20
580,0.54,22,9.64,4,21.0,13,12.88,30,-100.0,-5655.65,23
585,0.64,30,-74.0,4,6.0,8,8.0,10,-0.02,-5487.0,16
590,0.61,30,-71.0,1,28.0,1,1.0,28,-57.58,-5678.34,14
595,0.51,9,-8.01,17,45.94,0,0.0,30,-100.0,-5480.07,15
600,0.79,30,-76.0,6,29.0,7,7.0,30,-100.0,-5777.71,14
605,0.66,6,-24.0,30,-64.0,4,4.0,10,-0.02,-5389.55,25
610,0.49,23,-3.94,15,-15.39,30,-70.0,0,-0.0,-5726.07,31
615,0.44,30,-81.0,11,20.97,19,16.41,29,-76.25,-5997.46,43
620,0.7,30,-70.0,0,21.0,9,8.99,30,-100.0,-5713.16,14
625,0.73,29,-62.25,15,19.61,25,1.74,30,-100.0,-6175.54,21
630,0.68,27,-16.05,0,13.0,17,15.94,30,-100.0,-5803.68,18
635,0.57,20,16.1,0,13.0,17,15.94,30,-100.0,-5677.38,22
640,0.74,21,-6.76,22,28.64,15,14.61,30,-100.0,-5910.67,21
645,0.52,14,-2.22,16,-11.65,30,-70.0,3,-0.0,-5621.93,21
650,0.43,30,-70.0,0,30.0,0,0.0,30,-100.0,-5664.76,20
655,0.58,9,-21.01,30,-71.0,20,16.1,19,-2.59,-5762.79,25
660,0.43,30,-70.0,0,-3.0,11,10.97,8,-0.0,-5399.04,19
665,0.69,22,6.64,7,37.0,0,0.0,30,-100.0,-5583.55,11
670,0.43,18,8.32,8,-11.0,30,-70.0,11,-0.03,-5621.13,27
675,0.61,1,-18.0,19,29.41,17,15.94,30,-100.0,-5618.48,22
680,0.71,20,4.1,12,40.93,1,1.0,30,-100.0,-5569.95,11
685,0.57,18,8.32,8,34.0,4,4.0,30,-100.0,-5518.44,16
690,0.63,30,-83.0,13,22.88,15,14.61,25,-23.26,-5854.81,14
695,0.59,22,13.64,0,18.0,12,11.93,30,-100.0,-5672.43,23
700,0.72,30,-70.0,0,24.0,2,2.0,26,-31.83,-5569.54,14
705,0.6,20,14.1,2,32.0,0,0.0,30,-100.0,-5492.88,13
710,0.4,30,-73.0,3,15.0,3,3.0,15,-0.39,-5455.6,32
715,0.68,30,-70.0,0,28.0,0,0.0,28,-57.58,-5541.3,12
720,0.72,25,1.74,0,5.0,25,1.74,30,-100.0,-5867.06,17
725,0.44,30,-75.0,5,-9.0,23,11.06,9,-0.01,-5649.36,23
730,0.4,20,12.1,4,34.0,0,0.0,30,-100.0,-5450.72,29
735,0.46,17,5.94,10,9.98,30,-70.0,30,-100.0,-6059.55,49
740,0.56,30,-79.0,9,0.99,19,16.41,11,-0.03,-5636.78,27
745,0.57,21,0.24,15,31.61,13,12.88,30,-100.0,-5783.06,20
750,0.7,30,-86.0,16,15.35,15,14.61,15,-0.39,-5718.6,18
755,0.53,22,7.64,6,19.0,17,15.94,30,-100.0,-5776.95,21
760,0.42,20,-2.9,19,44.41,2,2.0,30,-100.0,-5654.16,27
765,0.6,25,1.74,0,30.0,0,0.0,30,-100.0,-5526.15,23
770,0.67,23,10.06,1,31.0,0,0.0,30,-100.0,-5499.75,8
775,0.41,18,14.32,2,8.0,24,7.22,30,-100.0,-5803.03,19
780,0.65,28,-34.58,5,25.0,10,9.98,30,-100.0,-5819.31,17
785,0.56,30,-80.0,10,11.98,14,13.78,16,-0.65,-5664.54,29
790,0.61,26,-13.83,8,-14.0,30,-70.0,8,-0.0,-5804.77,25
795,0.4,22,-0.36,14,-8.22,30,-70.0,8,-0.0,-5715.16,24
800,0.61,30,-85.0,15,14.61,17,15.94,17,-1.06,-5851.29,19
805,0.4,20,16.1,0,30.0,0,0.0,30,-100.0,-5407.46,20
810,0.67,22,8.64,5,28.0,7,7.0,30,-100.0,-5658.36,14
815,0.76,28,-29.58,0,25.0,5,5.0,30,-100.0,-5609.63,14
820,0.56,30,-73.0,3,6.0,6,6.0,9,-0.01,-5459.56,15
825,0.56,28,-29.58,0,21.0,9,8.99,30,-100.0,-5708.01,18
830,0.46,30,-71.0,1,11.0,11,10.97,21,-5.76,-5576.84,26
835,0.67,30,-70.0,0,3.0,18,16.32,21,-5.76,-5731.6,12
840,0.61,17,10.94,5,-10.0,30,-70.0,15,-0.39,-5617.87,25
845,0.51,21,1.24,14,43.78,0,0.0,30,-100.0,-5680.81,21
850,0.48,30,-70.0,0,-10.0,20,16.1,10,-0.02,-5528.68,25
855,0.64,27,-20.05,4,31.0,3,3.0,30,-100.0,-5604.05,22
860,0.41,30,-75.0,5,7.0,25,1.74,27,-43.05,-6020.79,29
865,0.77,30,-76.0,6,16.0,16,15.35,26,-31.83,-5845.36,22
870,0.56,3,3.0,0,13.0,17,15.94,30,-100.0,-5481.62,17
875,0.46,0,-21.0,21,3.24,30,-70.0,18,-1.68,-5660.92,29
880,0.63,14,12.78,1,15.0,16,15.35,30,-100.0,-5565.3,20
885,0.47,30,-70.0,0,11.0,11,10.97,22,-8.36,-5638.44,29
890,0.75,18,16.32,0,22.0,8,8.0,30,-100.0,-5488.75,12
895,0.5,12,-2.07,14,28.78,15,14.61,30,-100.0,-5714.71,23
900,0.79,30,-72.0,2,9.0,8,8.0,15,-0.39,-5463.28,10
905,0.66,30,-70.0,0,25.0,0,0.0,25,-23.26,-5586.15,13
910,0.64,27,-16.05,0,30.0,0,0.0,30,-100.0,-5570.39,13
915,0.77,30,-72.0,2,5.0,10,9.98,13,-0.12,-5465.03,9
920,0.71,30,-75.0,5,6.0,15,14.61,16,-0.65,-5591.23,12
925,0.74,30,-70.0,0,22.0,2,2.0,24,-16.78,-5529.84,12
930,0.55,24,5.22,2,29.0,3,3.0,30,-100.0,-5515.96,16
935,0.62,25,-10.26,12,31.93,10,9.98,30,-100.0,-5743.94,38
940,0.62,21,15.24,0,20.0,10,9.98,30,-100.0,-5573.21,16
945,0.54,11,4.97,6,21.0,15,14.61,30,-100.0,-5547.61,21
950,0.42,30,-77.0,7,-0.0,22,13.64,15,-0.39,-5790.33,19
955,0.48,30,-78.0,8,-3.0,12,11.93,1,-0.0,-5495.28,26
960,0.77,30,-70.0,0,19.0,5,5.0,24,-16.78,-5563.96,17
965,0.7,30,-70.0,0,26.0,2,2.0,28,-57.58,-5564.34,15
970,0.72,21,-14.76,30,-51.0,11,10.97,30,-100.0,-6057.23,23
975,0.65,30,-70.0,0,13.0,17,15.94,30,-100.0,-5850.74,21
980,0.78,30,-81.0,11,8.97,18,16.32,16,-0.65,-5705.85,21
985,0.57,7,-23.0,30,-70.0,18,16.32,18,-1.68,-5796.39,18
990,0.5,30,-83.0,13,3.88,24,7.22,15,-0.39,-5904.71,33
995,0.46,4,-26.0,30,-68.0,8,8.0,10,-0.02,-5488.98,30
1000,0.57,30,-75.0,5,32.0,3,3.0,30,-100.0,-5706.74,21
1005,0.69,15,3.61,11,27.97,13,12.88,30,-100.0,-5654.67,12
1010,0.73,15,-10.39,25,15.74,16,15.35,30,-100.0,-5885.58,25
1015,0.46,9,7.99,1,23.0,8,8.0,30,-100.0,-5425.56,21
1020,0.53,12,6.93,5,-17.0,30,-70.0,8,-0.0,-5487.96,21
1025,0.68,30,-70.0,0,12.0,0,0.0,12,-0.07,-5390.26,15
1030,0.55,16,-9.65,25,-24.26,30,-70.0,4,-0.0,-5811.43,26
1035,0.58,30,-77.0,7,-7.0,25,1.74,11,-0.03,-5788.0,17
1040,0.41,16,-6.65,22,-16.36,30,-70.0,0,-0.0,-5637.76,27
1045,0.77,30,-70.0,0,20.0,9,8.99,29,-76.25,-5755.99,13
1050,0.54,25,-2.26,4,-26.0,30,-70.0,0,-0.0,-5611.44,25
1055,0.7,11,-1.03,12,-3.07,30,-70.0,15,-0.39,-5635.17,25
1060,0.44,30,-85.0,15,-1.39,21,15.24,5,-0.0,-5699.41,30
1065,0.64,19,16.41,0,-13.0,30,-70.0,17,-1.06,-5603.84,21
1070,0.61,12,-14.07,26,4.17,20,16.1,30,-100.0,-5999.48,22
1075,0.55,22,13.64,0,2.0,28,-29.58,30,-100.0,-5885.49,34
1080,0.55,30,-72.0,2,22.0,6,6.0,26,-31.83,-5687.83,19
1085,0.57,16,2.35,13,30.88,12,11.93,30,-100.0,-5658.98,13
1090,0.7,30,-80.0,10,21.98,10,9.98,22,-8.36,-5731.32,14
1095,0.62,30,-74.0,4,-2.0,15,14.61,9,-0.01,-5585.11,11
1100,0.65,1,-29.0,30,-52.0,2,2.0,20,-3.9,-5464.85,28
1105,0.73,26,-12.83,7,21.0,16,15.35,30,-100.0,-5810.65,17
1110,0.79,26,-21.83,16,38.35,7,7.0,30,-100.0,-5856.0,13
1115,0.48,30,-81.0,11,13.97,16,15.35,19,-2.59,-5782.8,22
