episode,inflow_prob,Vehicles_A,reward_A,Vehicle_B,reward_B,vehicles_C,reward_C,vehicles_I,reward_I,time
255,0.54,30,-406.0,10,-55.0,7,-15.0,21,-210.0,14
260,0.77,30,-406.0,7,-16.0,4,-10.0,20,-153.0,8
265,0.58,30,-351.0,2,-3.0,26,-254.0,8,-55.0,20
270,0.56,30,-407.0,2,-28.0,18,-91.0,17,-105.0,23
275,0.69,13,-45.0,3,-7.0,13,-120.0,30,-378.0,15
280,0.72,30,-406.0,0,0.0,3,-36.0,29,-325.0,16
285,0.5,30,-407.0,5,-28.0,8,-21.0,21,-190.0,38
290,0.8,30,-378.0,6,-21.0,19,-190.0,14,-45.0,11
295,0.47,29,-300.0,0,-1.0,19,-190.0,30,-325.0,30
300,0.6,20,-325.0,30,-406.0,29,-435.0,16,-136.0,30
305,0.65,30,-379.0,0,0.0,19,-190.0,30,-435.0,23
310,0.57,19,-106.0,8,-91.0,30,-351.0,12,-28.0,27
315,0.58,30,-435.0,4,-10.0,14,-55.0,17,-171.0,22
320,0.43,15,-121.0,10,-55.0,30,-406.0,9,-91.0,32
325,0.41,21,-190.0,11,-105.0,30,-351.0,29,-325.0,31
330,0.43,28,-325.0,4,-28.0,25,-254.0,30,-435.0,48
335,0.49,12,-55.0,20,-154.0,5,-45.0,30,-435.0,11
340,0.68,17,-120.0,22,-253.0,15,-120.0,30,-378.0,18
345,0.68,30,-435.0,2,-3.0,9,-46.0,24,-253.0,14
350,0.58,30,-435.0,0,-3.0,11,-46.0,30,-351.0,26
355,0.68,30,-407.0,0,0.0,0,-1.0,30,-406.0,17
360,0.4,30,-435.0,0,-1.0,8,-28.0,21,-136.0,32
365,0.41,30,-326.0,3,-6.0,30,-351.0,26,-378.0,36
370,0.74,30,-406.0,0,0.0,10,-55.0,30,-435.0,14
375,0.48,18,-121.0,0,0.0,0,0.0,30,-378.0,26
380,0.45,11,-78.0,4,-1.0,0,-3.0,30,-406.0,16
385,0.67,28,-352.0,8,-37.0,12,-120.0,30,-406.0,16
390,0.77,30,-436.0,0,0.0,16,-136.0,17,-91.0,19
395,0.5,30,-378.0,3,-6.0,28,-351.0,25,-253.0,27
400,0.55,30,-435.0,4,-10.0,6,-22.0,22,-153.0,15
405,0.68,26,-378.0,4,-10.0,3,-1.0,30,-406.0,19
410,0.54,30,-378.0,0,0.0,10,-56.0,15,-91.0,21
415,0.69,30,-351.0,9,-45.0,16,-66.0,7,-55.0,17
420,0.57,30,-435.0,19,-253.0,14,-66.0,22,-153.0,29
425,0.48,2,-10.0,26,-253.0,17,-121.0,30,-406.0,23
430,0.69,24,-254.0,1,-21.0,9,-10.0,30,-406.0,20
435,0.65,30,-406.0,4,-11.0,16,-136.0,29,-378.0,23
440,0.53,17,-78.0,9,-91.0,30,-406.0,11,-45.0,22
445,0.71,27,-254.0,0,-3.0,14,-78.0,30,-351.0,13
450,0.74,22,-171.0,14,-171.0,8,-10.0,30,-406.0,17
455,0.42,30,-406.0,7,-16.0,13,-92.0,2,0.0,24
460,0.59,30,-379.0,0,0.0,14,-66.0,12,-91.0,15
465,0.7,30,-407.0,4,-11.0,22,-253.0,20,-153.0,17
470,0.5,20,-171.0,0,0.0,6,-66.0,30,-435.0,37
475,0.72,25,-276.0,10,-36.0,4,-10.0,30,-406.0,20
480,0.52,10,-55.0,30,-435.0,18,-137.0,2,0.0,17
485,0.57,30,-351.0,0,0.0,22,-254.0,13,-66.0,25
490,0.72,23,-190.0,0,0.0,12,-78.0,30,-378.0,11
495,0.51,30,-406.0,4,-10.0,11,-66.0,30,-378.0,18
500,0.79,30,-378.0,2,-3.0,20,-210.0,30,-378.0,15
505,0.8,30,-378.0,10,-55.0,9,-45.0,26,-300.0,11
510,0.75,30,-435.0,5,-15.0,26,-253.0,8,-28.0,16
515,0.63,25,-325.0,9,-36.0,0,0.0,30,-406.0,26
520,0.41,15,-121.0,25,-325.0,30,-436.0,9,-66.0,54
525,0.41,21,-172.0,2,-3.0,4,-10.0,30,-325.0,34
530,0.68,30,-378.0,14,-105.0,10,-22.0,17,-190.0,21
535,0.5,23,-191.0,0,0.0,3,-6.0,30,-351.0,17
540,0.47,30,-435.0,4,-10.0,23,-276.0,21,-190.0,27
545,0.64,30,-406.0,14,-105.0,17,-105.0,13,-78.0,20
550,0.48,3,-3.0,30,-407.0,26,-352.0,2,0.0,24
555,0.42,11,-46.0,4,-45.0,10,-55.0,30,-406.0,27
560,0.43,30,-407.0,0,-6.0,17,-105.0,10,-28.0,27
565,0.49,30,-326.0,3,-7.0,23,-276.0,13,-45.0,16
570,0.75,24,-253.0,0,0.0,8,-36.0,30,-435.0,13
575,0.68,3,0.0,30,-435.0,13,-66.0,14,-78.0,20
580,0.49,30,-406.0,0,-1.0,27,-351.0,17,-91.0,20
585,0.49,30,-378.0,0,-1.0,7,-21.0,30,-406.0,24
590,0.52,30,-406.0,0,-3.0,15,-92.0,27,-300.0,16
595,0.69,22,-154.0,0,-3.0,3,-15.0,30,-435.0,19
600,0.78,30,-406.0,0,0.0,0,0.0,24,-210.0,15
605,0.54,30,-406.0,7,-28.0,24,-210.0,23,-325.0,21
610,0.41,28,-300.0,0,-1.0,10,-91.0,30,-406.0,28
615,0.75,8,-37.0,0,0.0,30,-379.0,4,-45.0,16
620,0.46,19,-136.0,0,-1.0,3,-21.0,30,-406.0,21
625,0.4,16,-136.0,21,-231.0,30,-435.0,21,-276.0,33
630,0.61,30,-406.0,0,-1.0,18,-231.0,28,-325.0,22
635,0.76,30,-325.0,11,-67.0,20,-211.0,8,-21.0,16
640,0.6,20,-120.0,5,-15.0,4,-11.0,30,-406.0,16
645,0.42,1,-15.0,30,-435.0,20,-153.0,4,-28.0,24
650,0.59,24,-253.0,9,-21.0,11,-67.0,30,-378.0,20
655,0.5,8,-36.0,30,-378.0,22,-253.0,24,-253.0,33
660,0.68,19,-120.0,5,-16.0,7,-28.0,30,-351.0,13
665,0.5,30,-406.0,0,0.0,12,-79.0,20,-136.0,20
670,0.76,30,-435.0,0,0.0,0,-1.0,29,-300.0,10
675,0.5,30,-325.0,23,-277.0,13,-92.0,22,-190.0,32
680,0.71,20,-231.0,2,0.0,16,-105.0,30,-378.0,18
685,0.71,30,-378.0,2,-15.0,5,-4.0,26,-300.0,16
690,0.74,30,-351.0,0,-3.0,7,-16.0,13,-36.0,11
695,0.44,13,-171.0,0,0.0,30,-406.0,21,-231.0,35
700,0.61,21,-171.0,4,-36.0,6,-3.0,30,-435.0,20
705,0.68,8,-22.0,4,-36.0,27,-277.0,30,-435.0,15
710,0.61,10,-55.0,13,-36.0,5,-28.0,30,-378.0,14
715,0.67,17,-153.0,2,0.0,3,-1.0,30,-351.0,11
720,0.72,24,-231.0,0,0.0,6,-21.0,30,-435.0,13
725,0.63,11,-28.0,8,-36.0,4,-11.0,30,-378.0,19
730,0.47,29,-300.0,13,-91.0,30,-406.0,3,0.0,17
735,0.77,26,-231.0,25,-325.0,5,-16.0,30,-325.0,17
740,0.75,23,-253.0,8,-45.0,9,-55.0,30,-406.0,19
745,0.74,29,-379.0,0,0.0,8,-36.0,30,-325.0,12
750,0.61,30,-407.0,0,0.0,2,-4.0,30,-351.0,20
755,0.6,23,-210.0,0,0.0,14,-136.0,30,-406.0,22
760,0.46,30,-406.0,0,-1.0,0,-1.0,27,-276.0,29
765,0.46,30,-435.0,3,0.0,6,-28.0,18,-136.0,16
770,0.62,30,-378.0,14,-105.0,11,-22.0,13,-136.0,23
775,0.41,30,-435.0,3,-1.0,18,-253.0,30,-406.0,21
780,0.78,30,-435.0,29,-435.0,0,-3.0,27,-378.0,22
785,0.75,30,-435.0,9,-46.0,12,-78.0,22,-171.0,12
790,0.45,30,-379.0,6,-21.0,24,-300.0,17,-78.0,40
795,0.45,30,-406.0,0,0.0,2,-4.0,29,-378.0,25
800,0.44,30,-378.0,5,-16.0,4,-11.0,22,-153.0,24
805,0.74,25,-300.0,0,0.0,0,0.0,30,-406.0,11
810,0.76,30,-378.0,16,-136.0,15,-91.0,15,-105.0,23
815,0.75,30,-378.0,0,0.0,2,-4.0,30,-406.0,14
820,0.51,15,-120.0,19,-190.0,30,-378.0,19,-300.0,27
825,0.5,30,-351.0,3,-15.0,23,-231.0,22,-190.0,20
830,0.66,23,-231.0,25,-351.0,18,-121.0,30,-378.0,26
835,0.61,30,-326.0,14,-105.0,20,-210.0,25,-276.0,16
840,0.48,27,-253.0,2,-3.0,15,-120.0,30,-406.0,25
845,0.47,30,-435.0,6,-22.0,4,-10.0,20,-136.0,22
850,0.65,30,-326.0,2,-3.0,19,-106.0,15,-171.0,17
855,0.49,11,-29.0,10,-78.0,30,-436.0,29,-351.0,37
860,0.72,30,-378.0,22,-253.0,16,-171.0,18,-153.0,22
865,0.57,21,-190.0,0,0.0,5,-16.0,30,-406.0,22
870,0.61,30,-378.0,0,0.0,22,-253.0,8,-10.0,16
875,0.75,14,-91.0,24,-254.0,15,-120.0,30,-406.0,20
880,0.55,30,-436.0,0,0.0,20,-210.0,30,-435.0,20
885,0.62,30,-436.0,7,-28.0,20,-210.0,12,-28.0,18
890,0.48,30,-379.0,0,0.0,2,-3.0,29,-300.0,18
895,0.53,25,-210.0,0,-1.0,6,-21.0,30,-351.0,16
900,0.7,30,-406.0,0,0.0,7,-28.0,25,-210.0,14
905,0.54,27,-406.0,3,-1.0,5,-15.0,30,-351.0,18
910,0.63,7,-7.0,19,-276.0,30,-352.0,30,-435.0,24
915,0.5,30,-406.0,0,0.0,6,-21.0,30,-406.0,25
920,0.72,28,-277.0,0,0.0,8,-37.0,30,-406.0,17
925,0.55,22,-211.0,22,-325.0,7,-28.0,30,-378.0,25
930,0.48,30,-378.0,3,-6.0,8,-37.0,25,-231.0,19
935,0.58,30,-325.0,8,-91.0,17,-78.0,30,-378.0,25
940,0.41,30,-436.0,0,0.0,4,-45.0,9,-21.0,29
945,0.6,18,-171.0,6,-21.0,30,-325.0,22,-378.0,24
950,0.59,30,-435.0,0,-3.0,20,-171.0,17,-78.0,15
955,0.61,27,-276.0,0,0.0,19,-190.0,30,-378.0,24
960,0.56,19,-137.0,0,-15.0,30,-378.0,27,-276.0,21
965,0.72,23,-231.0,2,-10.0,13,-67.0,30,-406.0,16
970,0.43,30,-378.0,0,0.0,0,0.0,30,-351.0,25
975,0.44,20,-171.0,6,-66.0,30,-351.0,30,-378.0,28
980,0.66,23,-232.0,2,-4.0,8,-36.0,30,-378.0,20
985,0.56,26,-276.0,5,-45.0,13,-45.0,30,-378.0,15
990,0.69,30,-351.0,0,0.0,14,-55.0,26,-325.0,22
995,0.64,30,-406.0,0,0.0,24,-300.0,21,-136.0,16
1000,0.43,30,-378.0,4,-10.0,19,-190.0,9,-15.0,26
1005,0.59,11,-45.0,0,0.0,2,-10.0,30,-351.0,22
1010,0.51,30,-378.0,0,-1.0,0,-1.0,13,-45.0,17
1015,0.6,17,-171.0,4,-1.0,9,-46.0,30,-435.0,19
1020,0.64,30,-407.0,0,0.0,19,-190.0,28,-276.0,20
1025,0.58,16,-92.0,0,-1.0,10,-66.0,30,-435.0,14
1030,0.75,18,-120.0,8,-55.0,7,-15.0,30,-435.0,21
1035,0.42,30,-379.0,0,0.0,10,-55.0,21,-190.0,35
1040,0.76,30,-435.0,0,0.0,10,-55.0,25,-253.0,13
1045,0.66,26,-300.0,10,-56.0,14,-105.0,30,-406.0,16
1050,0.73,24,-325.0,3,-10.0,8,-10.0,30,-435.0,14
1055,0.43,6,-22.0,3,-21.0,30,-407.0,10,-55.0,23
1060,0.61,14,-91.0,12,-78.0,4,0.0,30,-378.0,21
1065,0.54,28,-300.0,0,0.0,0,0.0,30,-435.0,19
1070,0.65,11,-45.0,0,0.0,16,-137.0,30,-435.0,20
1075,0.51,30,-351.0,8,-36.0,10,-120.0,18,-91.0,17
1080,0.68,27,-301.0,11,-67.0,3,-15.0,30,-378.0,22
1085,0.42,12,-78.0,0,-6.0,30,-378.0,14,-105.0,31
1090,0.47,30,-436.0,0,-1.0,1,-10.0,28,-351.0,23
1095,0.67,30,-379.0,0,0.0,1,-6.0,25,-253.0,19
1100,0.49,20,-231.0,25,-325.0,30,-406.0,28,-325.0,33
1105,0.44,25,-276.0,0,-6.0,21,-171.0,30,-406.0,45
1110,0.6,30,-435.0,0,0.0,26,-254.0,7,-28.0,22
1115,0.78,19,-210.0,18,-105.0,0,0.0,30,-351.0,12
1120,0.6,30,-351.0,0,0.0,8,-7.0,23,-300.0,21
1125,0.52,19,-120.0,8,-36.0,30,-435.0,14,-91.0,17
1130,0.59,30,-378.0,11,-66.0,6,-21.0,21,-136.0,23
1135,0.67,16,-120.0,18,-105.0,0,0.0,30,-406.0,12
1140,0.69,12,-46.0,0,0.0,6,-21.0,30,-406.0,28
1145,0.77,30,-435.0,2,-3.0,12,-78.0,20,-171.0,15
1150,0.66,13,-66.0,7,-28.0,3,0.0,30,-406.0,20
1155,0.56,12,-36.0,16,-136.0,30,-378.0,15,-91.0,31
1160,0.76,30,-378.0,15,-120.0,15,-91.0,17,-120.0,17
1165,0.58,30,-406.0,0,0.0,27,-379.0,20,-153.0,19
1170,0.46,13,-36.0,6,-36.0,17,-120.0,30,-351.0,22
1175,0.54,30,-379.0,0,-1.0,2,-4.0,23,-231.0,18
1180,0.48,19,-137.0,10,-56.0,12,-78.0,30,-435.0,21
1185,0.76,30,-378.0,19,-190.0,23,-190.0,15,-136.0,18
1190,0.59,30,-325.0,8,-37.0,26,-406.0,19,-105.0,25
1195,0.4,26,-276.0,0,-6.0,3,-1.0,30,-351.0,29
1200,0.63,30,-406.0,0,0.0,0,0.0,27,-325.0,18
1205,0.63,28,-406.0,1,-15.0,30,-407.0,13,-91.0,23
1210,0.7,30,-326.0,11,-66.0,16,-136.0,26,-231.0,13
1215,0.48,23,-378.0,4,0.0,30,-435.0,18,-276.0,35
1220,0.61,30,-326.0,8,-55.0,4,-3.0,19,-105.0,17
1225,0.53,30,-406.0,7,-66.0,5,-2.0,27,-276.0,34
1230,0.59,30,-378.0,0,-1.0,6,-16.0,30,-435.0,20
1235,0.43,30,-378.0,0,0.0,0,0.0,26,-276.0,27
1240,0.43,22,-172.0,4,-10.0,22,-253.0,30,-378.0,39
1245,0.61,16,-105.0,0,0.0,2,-3.0,30,-325.0,13
1250,0.64,14,-91.0,30,-351.0,14,-105.0,18,-120.0,19
1255,0.73,30,-407.0,0,0.0,7,-16.0,18,-136.0,14
1260,0.71,19,-120.0,10,-56.0,26,-406.0,30,-351.0,19
1265,0.6,27,-276.0,0,0.0,1,-1.0,30,-406.0,18
1270,0.47,13,-55.0,6,-10.0,14,-105.0,30,-406.0,19
1275,0.54,22,-253.0,27,-277.0,15,-171.0,30,-351.0,28
1280,0.57,30,-435.0,0,-1.0,0,0.0,30,-435.0,22
1285,0.5,12,-28.0,0,0.0,13,-91.0,30,-325.0,25
1290,0.52,12,-37.0,16,-136.0,26,-351.0,30,-378.0,20
1295,0.56,17,-120.0,18,-171.0,30,-378.0,5,-21.0,23
1300,0.53,19,-154.0,0,0.0,7,-28.0,30,-378.0,18
1305,0.44,23,-171.0,0,-3.0,4,-4.0,30,-378.0,31
1310,0.6,23,-253.0,2,-1.0,15,-78.0,30,-351.0,18
1315,0.71,28,-351.0,0,-10.0,14,-56.0,30,-325.0,16
1320,0.67,30,-407.0,1,-1.0,14,-67.0,16,-136.0,11
1325,0.54,30,-378.0,10,-36.0,0,-6.0,22,-190.0,27
1330,0.55,30,-407.0,1,-1.0,2,-4.0,26,-253.0,14
1335,0.52,29,-378.0,0,0.0,12,-78.0,30,-406.0,27
1340,0.67,21,-172.0,10,-56.0,6,-45.0,30,-435.0,15
1345,0.42,5,-3.0,6,-36.0,20,-171.0,30,-406.0,35
1350,0.52,16,-106.0,3,-7.0,5,-36.0,30,-378.0,26
1355,0.75,19,-137.0,7,-78.0,9,-10.0,30,-435.0,12
1360,0.78,30,-407.0,0,-1.0,2,-2.0,25,-231.0,12
1365,0.7,8,-55.0,25,-406.0,30,-407.0,15,-120.0,21
1370,0.45,16,-92.0,15,-120.0,30,-325.0,11,-105.0,25
1375,0.6,30,-435.0,0,0.0,15,-91.0,30,-378.0,19
1380,0.43,30,-325.0,0,0.0,6,-28.0,10,-78.0,24
1385,0.63,30,-378.0,0,0.0,8,-36.0,18,-120.0,18
1390,0.64,9,-15.0,0,-1.0,5,-21.0,30,-406.0,12
1395,0.8,28,-325.0,0,-1.0,7,-21.0,30,-406.0,16
1400,0.52,11,-45.0,20,-210.0,15,-120.0,30,-378.0,23
1405,0.56,30,-406.0,0,0.0,11,-105.0,21,-136.0,20
1410,0.77,30,-435.0,18,-171.0,11,-136.0,30,-378.0,24
1415,0.62,15,-92.0,7,-28.0,15,-120.0,30,-378.0,18
1420,0.46,5,-1.0,26,-351.0,30,-351.0,3,-10.0,20
1425,0.79,30,-379.0,6,-21.0,22,-253.0,6,-15.0,11
1430,0.65,17,-210.0,13,-36.0,17,-154.0,30,-378.0,19
1435,0.65,30,-378.0,0,-3.0,6,-11.0,24,-231.0,18
1440,0.44,25,-210.0,0,0.0,13,-91.0,30,-378.0,25
1445,0.51,30,-436.0,11,-66.0,14,-66.0,16,-136.0,20
1450,0.51,24,-300.0,6,-10.0,6,-22.0,30,-406.0,14
1455,0.52,10,-21.0,0,-10.0,30,-378.0,27,-276.0,22
1460,0.8,27,-301.0,6,-21.0,25,-325.0,30,-406.0,20
1465,0.46,26,-352.0,1,-21.0,30,-378.0,11,-66.0,21
1470,0.53,16,-120.0,19,-137.0,5,-15.0,30,-406.0,15
1475,0.74,29,-435.0,24,-190.0,16,-92.0,30,-435.0,20
1480,0.7,19,-136.0,0,0.0,16,-136.0,30,-406.0,14
1485,0.5,9,-105.0,9,-45.0,30,-406.0,22,-253.0,22
1490,0.79,30,-378.0,0,0.0,12,-78.0,20,-171.0,12
1495,0.4,12,-79.0,3,-6.0,30,-435.0,10,-120.0,34
1500,0.49,26,-253.0,0,0.0,9,-45.0,30,-435.0,21
1505,0.78,5,-28.0,14,-78.0,2,-6.0,30,-406.0,13
1510,0.71,30,-435.0,5,-21.0,13,-55.0,16,-105.0,10
1515,0.6,19,-190.0,13,-91.0,30,-352.0,13,-171.0,22
1520,0.79,20,-171.0,0,0.0,0,-1.0,30,-325.0,9
1525,0.58,30,-351.0,0,0.0,0,0.0,23,-231.0,28
1530,0.5,30,-378.0,4,-10.0,23,-253.0,0,0.0,20
1535,0.44,29,-352.0,0,0.0,4,-11.0,30,-406.0,25
1540,0.68,25,-253.0,0,0.0,4,-10.0,30,-351.0,11
1545,0.7,20,-171.0,0,0.0,19,-190.0,30,-406.0,16
1550,0.48,30,-406.0,9,-45.0,27,-253.0,15,-153.0,36
1555,0.41,30,-436.0,0,0.0,0,-1.0,30,-435.0,17
1560,0.5,20,-137.0,0,-10.0,30,-435.0,25,-253.0,36
1565,0.79,30,-406.0,4,-10.0,1,-6.0,30,-406.0,13
1570,0.65,30,-379.0,0,-6.0,12,-45.0,15,-78.0,16
1575,0.72,4,-15.0,10,-36.0,12,-56.0,30,-406.0,15
1580,0.57,20,-171.0,0,0.0,18,-171.0,30,-406.0,13
1585,0.54,12,-66.0,30,-406.0,23,-190.0,4,-21.0,24
1590,0.76,20,-153.0,7,-28.0,2,-3.0,30,-378.0,15
1595,0.44,14,-105.0,18,-171.0,30,-435.0,0,-1.0,15
1600,0.4,30,-379.0,0,0.0,19,-121.0,4,-21.0,20
1605,0.72,30,-435.0,0,0.0,4,-28.0,15,-55.0,14
1610,0.43,23,-171.0,0,0.0,14,-105.0,30,-406.0,26
1615,0.51,17,-79.0,0,-6.0,12,-45.0,30,-351.0,35
1620,0.46,30,-435.0,4,-21.0,18,-171.0,17,-105.0,26
1625,0.72,30,-378.0,4,-10.0,11,-45.0,11,-45.0,12
1630,0.5,20,-153.0,0,0.0,0,0.0,30,-435.0,17
1635,0.55,30,-436.0,0,0.0,17,-154.0,27,-300.0,24
1640,0.79,24,-253.0,30,-435.0,11,-67.0,22,-153.0,21
1645,0.47,30,-435.0,0,0.0,4,-11.0,28,-276.0,12
1650,0.57,17,-106.0,0,-1.0,14,-105.0,30,-406.0,14
1655,0.52,30,-435.0,16,-91.0,13,-36.0,11,-66.0,30
1660,0.53,15,-92.0,4,-10.0,8,-66.0,30,-378.0,23
1665,0.72,18,-92.0,14,-105.0,30,-378.0,1,0.0,17
1670,0.55,24,-211.0,0,-1.0,3,-6.0,30,-406.0,18
1675,0.47,0,-1.0,4,-45.0,30,-378.0,18,-171.0,21
1680,0.41,7,-3.0,0,0.0,18,-172.0,30,-351.0,16
1685,0.4,23,-191.0,0,-1.0,19,-190.0,30,-325.0,17
1690,0.68,30,-406.0,0,-1.0,0,0.0,25,-253.0,11
1695,0.56,30,-351.0,9,-45.0,25,-325.0,19,-136.0,20
1700,0.7,28,-276.0,0,0.0,9,-46.0,30,-435.0,19
1705,0.61,20,-171.0,0,-15.0,30,-352.0,18,-91.0,20
1710,0.78,16,-78.0,19,-190.0,0,-1.0,30,-435.0,11
1715,0.47,24,-300.0,3,-15.0,12,-29.0,30,-378.0,26
1720,0.74,30,-406.0,8,-66.0,30,-406.0,30,-351.0,24
1725,0.64,24,-276.0,3,0.0,10,-55.0,30,-378.0,12
1730,0.73,30,-378.0,5,-16.0,21,-231.0,18,-91.0,14
1735,0.5,30,-351.0,17,-153.0,20,-211.0,18,-120.0,27
1740,0.75,30,-435.0,0,0.0,10,-55.0,29,-351.0,13
1745,0.43,13,-66.0,0,-6.0,7,-10.0,30,-406.0,30
1750,0.5,24,-253.0,0,0.0,25,-326.0,30,-435.0,31
1755,0.49,30,-435.0,5,-15.0,17,-190.0,15,-136.0,24
1760,0.55,25,-254.0,6,-21.0,30,-378.0,6,-15.0,21
1765,0.77,30,-352.0,0,0.0,1,-1.0,27,-325.0,16
1770,0.76,30,-351.0,8,-36.0,24,-301.0,30,-435.0,22
1775,0.8,30,-379.0,4,-10.0,16,-66.0,10,-66.0,13
1780,0.59,26,-351.0,4,-10.0,30,-436.0,0,-1.0,22
1785,0.42,3,-1.0,0,0.0,14,-106.0,30,-435.0,26
1790,0.72,30,-435.0,18,-136.0,18,-91.0,20,-276.0,17
1795,0.71,30,-435.0,0,0.0,3,-6.0,30,-351.0,22
1800,0.64,30,-351.0,8,-37.0,4,-10.0,29,-300.0,12
1805,0.55,11,-66.0,0,-3.0,30,-435.0,7,-28.0,22
1810,0.79,30,-325.0,5,-16.0,4,-10.0,13,-55.0,14
1815,0.55,30,-378.0,0,0.0,12,-105.0,29,-300.0,28
1820,0.67,25,-277.0,0,-1.0,8,-45.0,30,-406.0,16
1825,0.8,17,-120.0,10,-28.0,8,-36.0,30,-378.0,12
1830,0.45,30,-378.0,0,0.0,10,-55.0,25,-276.0,26
1835,0.43,15,-120.0,25,-210.0,30,-325.0,16,-136.0,27
1840,0.73,30,-325.0,7,-45.0,21,-231.0,23,-190.0,18
1845,0.41,30,-325.0,0,0.0,0,0.0,17,-105.0,29
1850,0.7,11,-45.0,0,-6.0,14,-66.0,30,-406.0,15
1855,0.53,18,-190.0,9,-66.0,15,-91.0,30,-325.0,25
1860,0.72,29,-379.0,4,-21.0,2,0.0,30,-435.0,12
1865,0.63,0,-1.0,30,-435.0,4,-21.0,15,-78.0,18
1870,0.46,30,-378.0,14,-105.0,12,-153.0,12,-55.0,33
1875,0.59,14,-78.0,0,-1.0,18,-153.0,30,-406.0,23
1880,0.55,14,-67.0,14,-190.0,30,-406.0,15,-91.0,25
1885,0.57,20,-153.0,11,-66.0,4,-28.0,30,-351.0,21
1890,0.67,27,-253.0,21,-231.0,11,-78.0,30,-435.0,22
1895,0.53,15,-105.0,0,0.0,8,-15.0,30,-351.0,19
1900,0.53,30,-378.0,0,0.0,0,0.0,20,-153.0,20
1905,0.51,28,-300.0,0,0.0,13,-92.0,30,-435.0,27
1910,0.5,24,-211.0,0,-3.0,0,0.0,30,-351.0,18
1915,0.45,26,-232.0,1,-21.0,30,-435.0,28,-325.0,33
1920,0.72,30,-352.0,0,0.0,0,-1.0,27,-325.0,18
