episode,inflow_prob,Vehicles_A,reward_A,Vehicle_B,reward_B,vehicles_C,reward_C,vehicles_I,reward_I,time
1925,0.62,12,-78.0,8,-15.0,18,-136.0,30,-406.0,25
1930,0.58,10,-28.0,0,-3.0,29,-378.0,30,-406.0,27
1935,0.47,30,-325.0,0,0.0,13,-136.0,26,-253.0,36
1940,0.8,30,-406.0,0,0.0,2,-3.0,30,-406.0,16
1945,0.78,30,-351.0,0,0.0,7,-66.0,27,-276.0,16
1950,0.66,30,-326.0,0,0.0,3,-7.0,27,-253.0,12
1955,0.6,13,-55.0,0,-1.0,0,0.0,30,-325.0,24
1960,0.6,30,-378.0,0,-1.0,8,-36.0,13,-66.0,14
1965,0.75,30,-406.0,0,-1.0,4,-45.0,13,-55.0,10
1970,0.51,30,-435.0,6,-21.0,11,-66.0,18,-136.0,29
1975,0.7,18,-121.0,0,0.0,10,-55.0,30,-378.0,14
1980,0.6,16,-153.0,4,-10.0,6,-6.0,30,-351.0,16
1985,0.54,23,-211.0,0,0.0,13,-136.0,30,-435.0,24
1990,0.74,30,-379.0,4,-10.0,12,-45.0,26,-325.0,14
1995,0.44,19,-105.0,0,0.0,1,-2.0,30,-351.0,17
2000,0.58,12,-46.0,10,-78.0,19,-153.0,30,-435.0,20
2005,0.58,15,-91.0,11,-136.0,10,-15.0,30,-435.0,18
2010,0.55,24,-211.0,0,-1.0,25,-325.0,30,-351.0,23
2015,0.73,30,-325.0,8,-55.0,6,-45.0,19,-153.0,15
2020,0.63,5,-6.0,15,-121.0,21,-231.0,30,-435.0,18
2025,0.78,19,-153.0,5,-6.0,0,0.0,30,-378.0,12
2030,0.43,14,-66.0,5,-15.0,30,-351.0,2,-10.0,36
2035,0.46,27,-253.0,0,0.0,13,-91.0,30,-435.0,24
2040,0.48,30,-435.0,0,0.0,0,0.0,30,-351.0,19
2045,0.56,30,-351.0,0,0.0,11,-67.0,8,-21.0,17
2050,0.76,30,-378.0,0,0.0,8,-15.0,30,-435.0,15
2055,0.79,27,-253.0,19,-231.0,20,-231.0,30,-435.0,20
2060,0.64,30,-378.0,0,0.0,6,-3.0,19,-231.0,17
2065,0.67,30,-378.0,0,0.0,7,-29.0,17,-78.0,14
2070,0.73,30,-406.0,12,-79.0,28,-407.0,16,-105.0,16
2075,0.6,23,-190.0,0,0.0,8,-55.0,30,-378.0,14
2080,0.51,21,-153.0,0,-3.0,17,-120.0,30,-351.0,27
2085,0.7,30,-379.0,3,-6.0,30,-436.0,0,0.0,16
2090,0.51,30,-379.0,4,-11.0,20,-211.0,29,-351.0,26
2095,0.67,30,-406.0,16,-137.0,28,-406.0,18,-105.0,18
2100,0.79,30,-351.0,3,-21.0,6,-6.0,30,-378.0,10
2105,0.73,30,-407.0,12,-78.0,22,-253.0,7,-10.0,20
2110,0.5,10,-36.0,0,0.0,30,-378.0,23,-190.0,26
2115,0.72,17,-78.0,3,-15.0,7,-36.0,30,-378.0,18
2120,0.43,30,-378.0,0,0.0,15,-120.0,30,-378.0,25
2125,0.72,15,-120.0,6,-28.0,4,-2.0,30,-351.0,11
2130,0.8,30,-435.0,2,-4.0,8,-36.0,21,-136.0,11
2135,0.51,29,-325.0,0,-1.0,0,0.0,30,-351.0,17
2140,0.59,17,-121.0,0,0.0,20,-211.0,30,-435.0,22
2145,0.61,16,-231.0,8,-21.0,30,-406.0,29,-435.0,23
2150,0.54,25,-300.0,2,-1.0,4,-10.0,30,-406.0,27
2155,0.52,15,-78.0,8,-37.0,9,-45.0,30,-406.0,20
2160,0.46,23,-210.0,0,0.0,22,-300.0,30,-406.0,35
2165,0.5,21,-136.0,0,0.0,18,-172.0,30,-325.0,21
2170,0.59,30,-378.0,2,-21.0,10,-21.0,16,-78.0,12
2175,0.75,30,-406.0,1,-21.0,13,-37.0,15,-91.0,11
2180,0.7,8,-16.0,12,-105.0,16,-106.0,30,-435.0,19
2185,0.57,30,-435.0,1,-1.0,14,-105.0,19,-120.0,14
2190,0.67,29,-326.0,0,0.0,4,-10.0,30,-351.0,15
2195,0.42,2,0.0,10,-45.0,21,-190.0,30,-435.0,24
2200,0.64,30,-378.0,3,-6.0,30,-436.0,14,-78.0,16
2205,0.5,0,-6.0,30,-407.0,15,-120.0,0,0.0,17
2210,0.5,28,-351.0,0,0.0,0,0.0,30,-351.0,21
2215,0.6,22,-153.0,13,-91.0,30,-435.0,7,-21.0,16
2220,0.63,30,-435.0,0,0.0,20,-210.0,28,-325.0,18
2225,0.45,28,-276.0,0,0.0,16,-136.0,30,-351.0,39
2230,0.57,30,-351.0,7,-66.0,19,-120.0,16,-78.0,14
2235,0.54,18,-137.0,0,0.0,10,-55.0,30,-435.0,24
2240,0.48,23,-276.0,5,-1.0,12,-78.0,30,-378.0,37
2245,0.59,2,-6.0,30,-406.0,30,-435.0,0,0.0,15
2250,0.62,27,-300.0,0,0.0,21,-190.0,30,-351.0,25
2255,0.62,24,-210.0,0,0.0,4,-11.0,30,-378.0,17
2260,0.6,17,-153.0,30,-435.0,5,-15.0,27,-325.0,20
2265,0.57,20,-121.0,0,0.0,25,-325.0,30,-435.0,20
2270,0.44,14,-120.0,0,0.0,3,-1.0,30,-406.0,23
2275,0.61,17,-79.0,11,-66.0,4,-10.0,30,-435.0,24
2280,0.56,30,-406.0,0,-6.0,22,-190.0,10,-21.0,14
2285,0.57,30,-406.0,21,-231.0,7,-66.0,29,-351.0,29
2290,0.79,30,-325.0,0,0.0,4,-10.0,17,-120.0,14
2295,0.62,30,-379.0,0,-15.0,5,0.0,30,-406.0,22
2300,0.59,30,-406.0,0,0.0,12,-79.0,29,-378.0,18
2305,0.53,14,-106.0,20,-210.0,30,-379.0,3,-21.0,20
2310,0.48,2,-3.0,11,-21.0,28,-406.0,30,-378.0,26
2315,0.54,23,-210.0,0,0.0,3,-21.0,30,-351.0,15
2320,0.64,30,-406.0,8,-36.0,9,-45.0,16,-66.0,21
2325,0.47,14,-56.0,0,0.0,14,-106.0,30,-406.0,21
2330,0.8,16,-136.0,4,-6.0,14,-55.0,30,-406.0,10
2335,0.73,30,-352.0,4,-10.0,16,-78.0,20,-210.0,11
2340,0.6,18,-253.0,9,-36.0,30,-435.0,13,-91.0,29
2345,0.64,28,-325.0,0,0.0,13,-91.0,30,-435.0,17
2350,0.7,29,-435.0,0,0.0,18,-153.0,30,-378.0,14
2355,0.62,30,-435.0,0,0.0,0,0.0,23,-190.0,16
2360,0.41,18,-120.0,10,-55.0,30,-406.0,11,-105.0,27
2365,0.52,27,-326.0,18,-171.0,30,-378.0,19,-171.0,20
2370,0.79,30,-435.0,3,-15.0,9,-78.0,30,-378.0,19
2375,0.57,30,-406.0,0,0.0,17,-153.0,30,-351.0,23
2380,0.73,30,-435.0,0,-1.0,20,-191.0,16,-78.0,13
2385,0.72,30,-351.0,2,-3.0,11,-66.0,12,-28.0,10
2390,0.6,17,-105.0,3,-2.0,26,-351.0,30,-435.0,16
2395,0.7,30,-352.0,5,-15.0,10,-55.0,21,-171.0,12
2400,0.77,30,-435.0,3,-6.0,14,-105.0,5,0.0,13
2405,0.53,14,-46.0,5,-28.0,19,-253.0,30,-378.0,27
2410,0.57,30,-378.0,0,0.0,5,-15.0,17,-105.0,10
2415,0.66,28,-352.0,0,-1.0,0,0.0,30,-325.0,11
2420,0.74,30,-351.0,11,-66.0,23,-231.0,2,0.0,13
2425,0.45,24,-254.0,0,0.0,11,-136.0,30,-378.0,22
2430,0.79,12,-37.0,18,-172.0,10,-55.0,30,-435.0,12
2435,0.63,24,-190.0,5,-55.0,30,-325.0,30,-351.0,25
2440,0.51,30,-436.0,0,0.0,27,-378.0,20,-153.0,26
2445,0.67,30,-435.0,4,-10.0,18,-121.0,3,-6.0,11
2450,0.64,30,-406.0,0,0.0,13,-92.0,19,-105.0,21
2455,0.73,30,-436.0,7,-29.0,29,-435.0,4,-1.0,15
2460,0.44,17,-190.0,9,-15.0,0,0.0,30,-435.0,40
2465,0.68,30,-378.0,0,0.0,11,-66.0,23,-231.0,19
2470,0.45,29,-378.0,0,0.0,18,-171.0,30,-378.0,25
2475,0.45,21,-231.0,0,0.0,4,-28.0,30,-378.0,18
2480,0.64,15,-120.0,0,0.0,12,-78.0,30,-351.0,16
2485,0.53,23,-191.0,0,0.0,0,0.0,30,-406.0,23
2490,0.7,23,-171.0,0,0.0,11,-67.0,30,-406.0,17
2495,0.75,12,-105.0,0,0.0,30,-406.0,30,-435.0,19
2500,0.41,30,-435.0,0,0.0,0,0.0,23,-210.0,41
2505,0.42,11,-105.0,27,-325.0,30,-378.0,5,-6.0,17
2510,0.65,30,-406.0,3,-6.0,14,-106.0,13,-45.0,16
2515,0.45,20,-210.0,7,-15.0,11,-36.0,30,-351.0,28
2520,0.54,23,-277.0,0,-6.0,30,-407.0,28,-406.0,29
2525,0.45,30,-351.0,0,0.0,3,-6.0,22,-171.0,20
2530,0.64,25,-253.0,0,0.0,1,-21.0,30,-351.0,13
2535,0.76,24,-232.0,0,-3.0,18,-136.0,30,-435.0,15
2540,0.52,9,-21.0,0,-1.0,28,-406.0,30,-406.0,25
2545,0.55,15,-56.0,0,0.0,14,-105.0,30,-435.0,22
2550,0.61,19,-154.0,0,0.0,0,-1.0,30,-351.0,15
2555,0.57,24,-253.0,3,-15.0,27,-325.0,30,-325.0,23
2560,0.77,30,-325.0,0,-1.0,18,-172.0,30,-406.0,19
2565,0.79,30,-379.0,6,-66.0,26,-232.0,24,-253.0,15
2570,0.52,15,-105.0,4,-1.0,16,-136.0,30,-435.0,27
2575,0.55,13,-120.0,7,-7.0,12,-136.0,30,-406.0,33
2580,0.75,30,-436.0,7,-28.0,27,-325.0,3,-6.0,13
2585,0.58,30,-436.0,0,0.0,16,-136.0,27,-325.0,22
2590,0.49,21,-190.0,9,-28.0,30,-378.0,8,-45.0,24
2595,0.43,10,-36.0,0,0.0,17,-153.0,30,-351.0,29
2600,0.66,30,-436.0,0,-1.0,20,-191.0,10,-28.0,12
2605,0.7,12,-55.0,0,-15.0,30,-326.0,28,-351.0,16
2610,0.64,24,-231.0,0,0.0,1,-2.0,30,-325.0,14
2615,0.5,3,-1.0,7,-28.0,11,-136.0,30,-435.0,34
2620,0.45,17,-136.0,0,0.0,12,-36.0,30,-325.0,21
2625,0.45,26,-435.0,5,0.0,27,-378.0,30,-351.0,26
2630,0.47,30,-351.0,5,-15.0,24,-300.0,5,0.0,19
2635,0.48,18,-137.0,0,0.0,2,-4.0,30,-406.0,21
2640,0.56,30,-351.0,0,0.0,8,-36.0,13,-55.0,17
2645,0.59,30,-407.0,0,-1.0,15,-120.0,13,-45.0,12
2650,0.66,30,-435.0,0,0.0,0,-1.0,30,-351.0,11
2655,0.68,18,-92.0,0,-10.0,23,-190.0,30,-435.0,12
2660,0.8,30,-406.0,5,-15.0,15,-91.0,16,-91.0,17
2665,0.75,30,-435.0,0,-3.0,20,-172.0,22,-210.0,20
2670,0.56,8,-55.0,3,-1.0,12,-56.0,30,-406.0,15
2675,0.65,30,-326.0,4,-11.0,0,-1.0,22,-153.0,17
2680,0.74,30,-325.0,8,-37.0,11,-120.0,29,-378.0,21
2685,0.62,30,-407.0,4,-21.0,7,-15.0,27,-253.0,23
2690,0.75,30,-378.0,5,-15.0,20,-210.0,29,-300.0,17
2695,0.75,30,-351.0,4,-11.0,7,-29.0,18,-120.0,10
2700,0.67,23,-190.0,0,0.0,9,-46.0,30,-351.0,11
2705,0.57,30,-351.0,0,0.0,0,0.0,29,-351.0,28
2710,0.77,30,-407.0,7,-45.0,26,-300.0,19,-153.0,17
2715,0.76,30,-406.0,10,-28.0,11,-66.0,3,-3.0,13
2720,0.53,30,-378.0,0,0.0,15,-120.0,23,-231.0,25
2725,0.45,9,-78.0,21,-171.0,30,-351.0,0,-10.0,13
2730,0.71,17,-171.0,8,-45.0,13,-46.0,30,-351.0,16
2735,0.79,19,-105.0,0,0.0,7,-28.0,30,-435.0,13
2740,0.66,29,-300.0,0,0.0,0,0.0,30,-435.0,16
2745,0.67,30,-435.0,0,0.0,4,-3.0,26,-351.0,22
2750,0.43,27,-325.0,0,0.0,16,-136.0,30,-378.0,30
2755,0.78,28,-435.0,6,-10.0,30,-407.0,21,-136.0,14
2760,0.53,10,-91.0,10,-15.0,30,-406.0,22,-253.0,25
2765,0.74,30,-435.0,7,-28.0,10,-21.0,3,-10.0,12
2770,0.47,9,-46.0,6,-66.0,30,-435.0,20,-210.0,21
2775,0.66,30,-406.0,0,0.0,5,-15.0,29,-325.0,11
2780,0.67,27,-253.0,6,-22.0,14,-105.0,30,-378.0,13
2785,0.59,15,-66.0,0,0.0,21,-276.0,30,-406.0,24
2790,0.58,30,-325.0,0,0.0,0,0.0,29,-378.0,14
2795,0.73,30,-436.0,0,0.0,17,-154.0,9,-28.0,15
2800,0.61,30,-406.0,0,0.0,19,-190.0,29,-325.0,16
2805,0.41,30,-379.0,3,-6.0,24,-211.0,5,-21.0,22
2810,0.49,8,-22.0,0,0.0,7,-28.0,30,-435.0,39
2815,0.77,30,-379.0,0,0.0,6,-21.0,30,-406.0,14
2820,0.66,30,-326.0,0,0.0,4,-10.0,29,-378.0,18
2825,0.52,18,-172.0,7,-78.0,30,-435.0,8,-36.0,25
2830,0.4,16,-91.0,0,0.0,0,-1.0,30,-406.0,24
2835,0.56,30,-379.0,9,-45.0,19,-171.0,9,-55.0,16
2840,0.41,14,-78.0,0,-3.0,30,-406.0,16,-66.0,28
2845,0.71,30,-379.0,9,-45.0,22,-210.0,6,-15.0,16
2850,0.79,30,-378.0,0,0.0,14,-45.0,23,-325.0,15
2855,0.71,28,-325.0,7,-29.0,27,-379.0,30,-378.0,16
2860,0.56,25,-210.0,2,-15.0,30,-436.0,4,-3.0,28
2865,0.44,28,-301.0,0,0.0,15,-120.0,30,-351.0,27
2870,0.78,25,-231.0,0,0.0,7,-29.0,30,-406.0,14
2875,0.62,30,-407.0,10,-78.0,30,-406.0,5,-3.0,18
2880,0.66,30,-325.0,7,-28.0,20,-153.0,12,-91.0,13
2885,0.74,30,-379.0,4,-11.0,4,-11.0,4,0.0,13
2890,0.76,26,-253.0,3,-36.0,30,-406.0,23,-171.0,13
2895,0.47,30,-407.0,0,0.0,5,-15.0,27,-253.0,21
2900,0.6,30,-435.0,4,-15.0,17,-136.0,14,-78.0,15
2905,0.49,11,-45.0,0,-1.0,5,-15.0,30,-435.0,24
2910,0.77,30,-436.0,0,-6.0,19,-136.0,23,-190.0,17
2915,0.46,7,-78.0,0,0.0,30,-351.0,26,-351.0,23
2920,0.79,30,-351.0,3,-6.0,0,-1.0,18,-120.0,9
2925,0.45,30,-378.0,0,0.0,29,-436.0,29,-325.0,44
2930,0.58,26,-253.0,3,-15.0,11,-46.0,30,-378.0,15
2935,0.67,30,-378.0,4,-10.0,24,-253.0,0,0.0,12
2940,0.67,30,-351.0,0,0.0,1,-21.0,25,-210.0,12
2945,0.66,30,-406.0,0,0.0,0,-15.0,25,-276.0,21
2950,0.65,29,-325.0,0,0.0,0,0.0,30,-378.0,15
2955,0.8,30,-378.0,11,-66.0,4,-1.0,13,-120.0,18
2960,0.46,20,-136.0,0,0.0,13,-153.0,30,-435.0,26
2965,0.66,30,-436.0,24,-300.0,19,-300.0,16,-105.0,26
2970,0.55,30,-351.0,8,-36.0,9,-91.0,18,-105.0,14
2975,0.68,30,-435.0,6,-21.0,5,-28.0,1,0.0,15
2980,0.54,18,-190.0,4,-1.0,9,-45.0,30,-378.0,17
2985,0.54,30,-406.0,0,-1.0,9,-45.0,30,-378.0,10
2990,0.55,23,-191.0,4,-10.0,30,-378.0,5,-15.0,19
2995,0.56,30,-326.0,9,-66.0,14,-105.0,9,-28.0,16
3000,0.71,30,-436.0,7,-28.0,20,-172.0,21,-210.0,19
3005,0.42,13,-120.0,4,-6.0,11,-45.0,30,-435.0,31
3010,0.62,30,-436.0,6,-21.0,6,-36.0,16,-105.0,23
3015,0.45,27,-326.0,0,0.0,11,-67.0,30,-378.0,23
3020,0.73,26,-300.0,19,-153.0,30,-406.0,7,-45.0,15
3025,0.6,30,-406.0,0,0.0,13,-171.0,29,-351.0,20
3030,0.52,30,-378.0,0,-1.0,0,0.0,20,-171.0,14
3035,0.76,21,-276.0,0,0.0,29,-325.0,30,-378.0,17
3040,0.43,5,-28.0,3,-6.0,19,-120.0,30,-351.0,22
3045,0.74,21,-276.0,3,0.0,30,-406.0,23,-210.0,14
3050,0.55,30,-406.0,0,0.0,4,-36.0,21,-153.0,22
3055,0.62,30,-378.0,2,-3.0,19,-136.0,0,-1.0,12
3060,0.68,30,-435.0,0,0.0,4,-21.0,18,-91.0,14
3065,0.6,30,-406.0,0,0.0,0,0.0,27,-300.0,16
3070,0.79,30,-325.0,2,-3.0,0,-6.0,9,-10.0,12
3075,0.61,30,-378.0,5,-28.0,17,-120.0,13,-36.0,15
3080,0.6,25,-276.0,0,0.0,3,-7.0,30,-378.0,17
3085,0.56,26,-231.0,0,-6.0,22,-191.0,30,-378.0,17
3090,0.46,15,-55.0,0,0.0,2,-3.0,30,-406.0,24
3095,0.73,30,-407.0,0,-1.0,0,0.0,18,-91.0,10
3100,0.46,21,-171.0,4,-21.0,10,-36.0,30,-406.0,21
3105,0.71,16,-78.0,0,0.0,6,-21.0,30,-351.0,13
3110,0.48,17,-120.0,0,0.0,0,-3.0,30,-378.0,26
3115,0.52,30,-435.0,0,0.0,12,-78.0,27,-325.0,26
3120,0.45,29,-351.0,0,0.0,0,0.0,30,-435.0,24
3125,0.75,29,-351.0,0,0.0,2,-3.0,30,-435.0,19
3130,0.56,27,-300.0,0,0.0,0,-1.0,30,-351.0,16
3135,0.52,26,-301.0,0,-3.0,15,-91.0,30,-435.0,31
3140,0.54,26,-276.0,0,0.0,1,-1.0,30,-406.0,11
3145,0.76,30,-378.0,4,-10.0,16,-78.0,11,-78.0,11
3150,0.65,30,-379.0,3,-6.0,13,-56.0,19,-190.0,16
3155,0.76,25,-231.0,0,0.0,10,-78.0,30,-406.0,15
3160,0.51,24,-351.0,0,0.0,3,-6.0,30,-325.0,17
3165,0.48,30,-378.0,0,0.0,0,0.0,23,-190.0,20
3170,0.45,13,-153.0,0,-1.0,30,-436.0,22,-253.0,23
3175,0.57,28,-325.0,0,0.0,8,-36.0,30,-378.0,17
3180,0.76,15,-66.0,0,0.0,9,-45.0,30,-378.0,14
3185,0.6,23,-210.0,0,0.0,11,-66.0,30,-406.0,18
3190,0.73,30,-406.0,0,0.0,0,0.0,30,-406.0,11
3195,0.48,18,-276.0,20,-171.0,30,-406.0,17,-153.0,32
3200,0.75,27,-277.0,0,-1.0,0,0.0,30,-435.0,13
3205,0.67,30,-325.0,0,0.0,29,-435.0,21,-153.0,17
3210,0.73,30,-435.0,0,0.0,22,-378.0,25,-231.0,16
3215,0.41,13,-91.0,13,-120.0,30,-435.0,15,-120.0,29
3220,0.68,20,-190.0,0,0.0,26,-253.0,30,-378.0,21
3225,0.55,30,-407.0,0,0.0,0,0.0,27,-276.0,13
3230,0.64,10,-15.0,0,-1.0,28,-378.0,30,-351.0,15
3235,0.7,30,-435.0,12,-78.0,9,-21.0,24,-300.0,14
3240,0.54,16,-78.0,5,-28.0,8,-21.0,30,-435.0,12
3245,0.78,23,-210.0,1,-6.0,4,-4.0,30,-378.0,10
3250,0.5,29,-300.0,0,0.0,0,0.0,30,-435.0,27
3255,0.68,26,-276.0,0,0.0,12,-120.0,30,-351.0,20
3260,0.64,30,-378.0,0,0.0,16,-137.0,17,-78.0,16
3265,0.61,26,-276.0,0,0.0,11,-67.0,30,-325.0,14
3270,0.73,30,-325.0,12,-78.0,15,-66.0,11,-66.0,16
3275,0.79,14,-190.0,26,-231.0,30,-407.0,4,-21.0,15
3280,0.75,28,-435.0,25,-231.0,30,-379.0,0,-6.0,24
3285,0.67,30,-435.0,0,-1.0,12,-78.0,30,-351.0,20
3290,0.54,13,-55.0,0,0.0,18,-171.0,30,-406.0,15
3295,0.49,30,-406.0,0,0.0,8,-36.0,28,-276.0,20
3300,0.66,27,-276.0,18,-171.0,30,-406.0,0,0.0,17
3305,0.54,30,-435.0,0,-1.0,0,0.0,30,-351.0,21
3310,0.58,22,-171.0,6,-22.0,11,-67.0,30,-406.0,10
3315,0.51,2,-1.0,10,-78.0,30,-407.0,23,-210.0,35
3320,0.6,19,-153.0,0,0.0,0,-3.0,30,-351.0,24
3325,0.64,27,-300.0,0,0.0,12,-78.0,30,-351.0,17
3330,0.54,29,-378.0,0,0.0,0,0.0,30,-406.0,31
3335,0.76,30,-325.0,0,0.0,1,-1.0,24,-231.0,14
3340,0.43,18,-120.0,0,0.0,17,-190.0,30,-378.0,36
3345,0.41,22,-254.0,0,0.0,30,-436.0,3,-28.0,22
3350,0.6,24,-253.0,0,-3.0,30,-435.0,19,-136.0,26
3355,0.68,5,0.0,7,-45.0,4,-3.0,30,-378.0,18
3360,0.6,10,-36.0,7,-21.0,30,-406.0,30,-378.0,22
3365,0.54,30,-351.0,0,0.0,24,-300.0,21,-153.0,26
3370,0.57,30,-436.0,0,0.0,2,0.0,22,-231.0,25
3375,0.69,30,-352.0,5,-16.0,3,-6.0,22,-210.0,13
3380,0.43,30,-435.0,0,0.0,7,-28.0,30,-325.0,27
3385,0.52,30,-351.0,4,-11.0,1,-15.0,23,-171.0,29
